text,target,cleaned_text
"I went to see this on the strength of Albert Finney alone. He's one of my favorite actors and he rarely fails to deliver. I'm not sure if the plot is interesting or just silly: it's about a little boy who is about to be born, but as his mother goes into labor, he refuses to come out! This sends God and the whole human being factory into a crisis and Albert Finney is called out of purgatory to try and convince the boy to change his mind and decide to want to be born. So Finney takes the unborn boy for an adventure in the Big Apple in hopes of showing him all the reasons he should want to live.<br /><br />Despite the ridiculousness of the plot, I could have accepted it if the director had not tried to turn this into your typical Hollywood sentimental moralistic message film. Directorially, the film was rendered unbearable by a horrible soundtrack of the stock sentimental music that Hollywood directors seem incapable of resisting.<br /><br />He further butchered the somewhat unconventional story by giving away its hand at every moment. Whatever twists and turns were in store in the plot were completely given away by the way the story unraveled. It was as if the director assumed the audience is just a bunch of idiots who cannot see the obvious hints coming from a mile away.<br /><br />Even Finney in his performance, though satisfactory, seemed a bit awkward and out of place; and the little boy with curly locks, though he was supposed to be cute, was in fact rather dull. Bridget Fonda seemed intent on trying to duplicate Demi Moore's performance in 'Ghost', shedding tears at a moment's notice.<br /><br />I understand that the film has been unsuccessful thus far at getting distribution in the U.S., which surprises me as I think it has the box office potential to be a modest hit, appealing to both kids and sentimental adults. As far as the quality goes, it's not an awful film, it's just not very good. (4 out of 10)",negative,went see strength albert finney alone one favorite actor rarely fails deliver sure plot interesting silly little boy born mother go labor refuse come sends god whole human factory crisis albert finney called purgatory try convince boy change mind decide want born finney take unborn boy adventure big apple hope showing reason want livebr br despite ridiculousness plot could accepted director tried turn typical hollywood sentimental moralistic message film directorially film rendered unbearable horrible soundtrack stock sentimental music hollywood director seem incapable resistingbr br butchered somewhat unconventional story giving away hand every moment whatever twist turn store plot completely given away way story unraveled director assumed audience bunch idiot see obvious hint coming mile awaybr br even finney performance though satisfactory seemed bit awkward place little boy curly lock though supposed cute fact rather dull bridget fonda seemed intent trying duplicate demi moore performance ghost shedding tear moment noticebr br understand film unsuccessful thus far getting distribution u surprise think box office potential modest hit appealing kid sentimental adult far quality go awful film good four ten
"An astronaut gets lost in deep space and finds himself traveling through unknown territory on board of a living spaceship accompanied by a group of alien-outlaws. This incredible plotted and enjoyable TV-installment comes along as a positive birth-fantasy. The individual characters, in conflict at the beginning of the series, have to learn to get along with each other and evolve into a powerful group at last. Most of the action takes place inside the womb of Moia, the living space-ship (who even gets pregnant and gives birth to another ship!). While science-fiction-stories are usually interested in negative birth-fantasies (watch the 'Alien'-movies for example, especially the fourth part 'Resurrection') this comes as a surprise. Also enjoyable is the absence of military hierarchy on board of the ship and the positive attitude towards sex and the human (and alien) body. One of the female characters who is actually a plant experiences 'photogasms' while being exposed to sunlight. The crew even has to go to the toilet. Wouldn't that be impossible in 'Star Trek'?",positive,astronaut get lost deep space find traveling unknown territory board living spaceship accompanied group alienoutlaws incredible plotted enjoyable tvinstallment come along positive birthfantasy individual character conflict beginning series learn get along evolve powerful group last action take place inside womb moia living spaceship even get pregnant give birth another ship sciencefictionstories usually interested negative birthfantasies watch alienmovies example especially fourth part resurrection come surprise also enjoyable absence military hierarchy board ship positive attitude towards sex human alien body one female character actually plant experience photogasms exposed sunlight crew even go toilet would impossible star trek
"A CBS radio program entitled ""We the People"" assists in finding an American home for Vienna refugee Charles Coburn (as Karl Braun), a skilled surgeon and pool hustler. He arrives with beautiful daughter Sigrid Gurie (as Leni), who is ""studying"" to become a nurse. Relocated to a small, dusty Midwestern village, they are welcomed at the station by burly John Wayne (as John Phillips) and his uncle Spencer Charters (as 'Nunk' Atterbury), a veterinarian. Ms. Gurie is unhappy in the dustbowl, and wants to leave. Immediately. But, the prospect of romance with Mr. Wayne might change her mind...<br /><br />God answers the citizens' many prayers for rain, but it may not be enough to save the farming town. The entire town is advised to relocate to Oregon. Wayne wants to stay and tough it out. Coburn receives an invitation to work at a top clinic. And, Gurie learns her fiancé, presumed dead, will be arriving to claim her as his wife. She feels duty-bound to accept; but, he has a dark secret... This film does not flatter Wayne, who seems way out of his element. Being paired with Gurie, promoted as another Garbo, doesn't help. They do have a cute scene in Wayne's car (""Jalopy, an Italian car"").<br /><br />**** Three Faces West (7/3/40) Bernard Vorhaus ~ John Wayne, Sigrid Gurie, Charles Coburn, Spencer Charters",negative,"cbs radio program entitled people assist finding american home vienna refugee charles coburn karl braun skilled surgeon pool hustler arrives beautiful daughter sigrid gurie leni studying become nurse relocated small dusty midwestern village welcomed station burly john wayne john phillips uncle spencer charter nunk atterbury veterinarian m gurie unhappy dustbowl want leave immediately prospect romance mr wayne might change mindbr br god answer citizen many prayer rain may enough save farming town entire town advised relocate oregon wayne want stay tough coburn receives invitation work top clinic gurie learns fianc presumed dead arriving claim wife feel dutybound accept dark secret film flatter wayne seems way element paired gurie promoted another garbo help cute scene wayne car jalopy italian carbr br three face west seven thousand , three hundred forty bernard vorhaus john wayne sigrid gurie charles coburn spencer charter"
"Brilliant thriller, deserving far more fame, Mitchum and Ryan are awesome in their starring roles, as is the entire supporting cast. A truly gripping film noir featuring some wonderfully images and some great dialogue, at the heart of it all is a strong message of tolerance and understanding. Based on a novel concerning homophobia, this movie attacks post-war anti-emitism, and all intolerance and hatred, with considerable power. Though parts may seem a little preachy to modern audiences, it still has the power to shock, and works very well as a thriller in its own right. A credit to all involved.",positive,brilliant thriller deserving far fame mitchum ryan awesome starring role entire supporting cast truly gripping film noir featuring wonderfully image great dialogue heart strong message tolerance understanding based novel concerning homophobia movie attack postwar antiemitism intolerance hatred considerable power though part may seem little preachy modern audience still power shock work well thriller right credit involved
"I saw this movie a fews years ago and was literally swept away by it. So charming and so very romantic. David Duchovny and Ms. Driver have chemistry that is so hot, you will need to take off a layer of clothing. The supporting cast is 100% top notch. Just watching Caroll O'Connor and Robert Loggia play off one another is pure poetry. Bonnie Hunt and Jim Bellushi and a wonderful team and some of the films most charming moments are when they are on the screen. Like Jim Belushi screaming at his children to go to sleep ""FOREVER!"" or him dancing in the kitchen. This film made we wish I knew people like that in my own life. Not to mention, what woman does not want David Duchovny for a boyfriend?",positive,saw movie few year ago literally swept away charming romantic david duchovny m driver chemistry hot need take layer clothing supporting cast one hundred top notch watching caroll oconnor robert loggia play one another pure poetry bonnie hunt jim bellushi wonderful team film charming moment screen like jim belushi screaming child go sleep forever dancing kitchen film made wish knew people like life mention woman want david duchovny boyfriend
"I just watched this movie on Bravo! and it was absolutely horrible. It has the plot of a Shannon Tweed movie without the nudity. The premise was interesting enough, a winning lottery ticket in a secluded area and people who have reasons why they want the money. The characters were trite as were the observations on human nature and greed.<br /><br />For a movie called Class Warfare it had very little to do with class differences other than the first 20 minutes and the predictable ending. This movie could have done a lot better if there had been more characters with motivations to get the ticket and was a ""who done it?""<br /><br />The acting wasn't fantastic but it's hard to seem believable with such a terrible script. Lindsey McKeon is very cute and I'd like to see what she could do in a better production with a better script. She's probably the only reason why I sat through the whole movie.<br /><br />",negative,watched movie bravo absolutely horrible plot shannon tweed movie without nudity premise interesting enough winning lottery ticket secluded area people reason want money character trite observation human nature greedbr br movie called class warfare little class difference first twenty minute predictable ending movie could done lot better character motivation get ticket done itbr br acting fantastic hard seem believable terrible script lindsey mckeon cute would like see could better production better script probably reason sat whole moviebr br
"My roommate and I have another friend that works at a local Blockbuster Video. He finds truly awful movies for us and tells us about them. One of them was a ""Christmas Horror"" film starring former professional wrestler Bill Goldberg as a killer Satna Claus. We didn't watch it immediately, but we didn't think there could be anything worse. Apparently, we were wrong. We were shown this slasher film ""starring"" Ken Shamrock versus a murderous scarecrow. At first we thought Ken would actually BE the killer scarecrow, and that's why we wanted to watch, but he wasn't, and that made the movie even worse. What absolutely RUINED the movie was the teen drama. If you want to save your brain cells from trying to escape from your head, NEVER EVER WATCH THIS MOVIE.",negative,roommate another friend work local blockbuster video find truly awful movie u tell u one christmas horror film starring former professional wrestler bill goldberg killer satna claus watch immediately think could anything worse apparently wrong shown slasher film starring ken shamrock versus murderous scarecrow first thought ken would actually killer scarecrow wanted watch wasnt made movie even worse absolutely ruined movie teen drama want save brain cell trying escape head never ever watch movie
"Detective Tony Rome (Frank Sinatra) returns to the screen after his self titled debut, this time it's a film that's played for ermlaughs. While on a diving trip, Rome finds the body of a blonde beauty at the bottom of the sea, her feet as you might expect, encased in cement. Rome immediately on the case after being hired by man mountain Waldo Gronsky. Rome finds himself immediately at risk as he has to investigate some mafia types, who turn the tables on him and he is himself found to be the main suspect, he must now go on the run and hope to solve the case alone. The portly Sinatra tries hard to sell us the lame jokes and make us believe he is a good detective, oh and not to mention being sexually attractive to the foxy Raquel Welch, but he fails miserably, in this ham fisted vanity project. The frankly laughable denouement that surrounds every female is quite astounding, every woman in the film is a dither head, who likes bending over is front of the camera, Director Douglas of course obliges in zooming in on the cracks of their asses each time as they flex their posterior muscles. There's even a ridiculously campy gay character that beggars belief, this was a film made by ""real men"" for ""real men"" to reaffirm their own flagging sexuality, it's a shameful shambles.",negative,detective tony rome frank sinatra return screen self titled debut time film played erm laugh diving trip rome find body blonde beauty bottom sea foot might expect encased cement rome immediately case hired man mountain waldo gronsky rome find immediately risk investigate mafia type turn table found main suspect must go run hope solve case alone portly sinatra try hard sell u lame joke make u believe good detective oh mention sexually attractive foxy raquel welch fails miserably ham fisted vanity project frankly laughable denouement surround every female quite astounding every woman film dither head like bending front camera director douglas course obliges zooming crack ass time flex posterior muscle even ridiculously campy gay character beggar belief film made real men real men reaffirm flagging sexuality shameful shamble
"This is an hilarious movie. One of the very best things about it is the quality of the performance by each actor. From the largest role to the smallest, each character is vivid, unforgettable and so understandable. It can also make you laugh so hard your health will improve.",positive,hilarious movie one best thing quality performance actor largest role smallest character vivid unforgettable understandable also make laugh hard health improve
"How did Mike Hammer live - in a penthouse with a GOLF BAG stashed in the corner next to a big screen cathode ray tube TV and a snazzy fireplace? Nah, he'd knock back a bottle of rye and twenty unfiltered Camels on the couch or floor of his fly-specked office or in the stink of a lousy downtown LA flop house, wiping the dried red crust and oil smeared mud off his face, that's how. Spillane wrote trash paperbacks, for sure, but how do you make it worse? Give some desperate scheming producer a blank check because he thinks any Film Noir titled crap will sell at the box office, add some over-the-hill hot tomatoes and just generally screw-up the story-line by some retard, drugged out screen writer, that's how!",negative,mike hammer live penthouse golf bag stashed corner next big screen cathode ray tube tv snazzy fireplace nah would knock back bottle rye twenty unfiltered camel couch floor flyspecked office stink lousy downtown la flop house wiping dried red crust oil smeared mud face spillane wrote trash paperback sure make worse give desperate scheming producer blank check think film noir titled crap sell box office add overthehill hot tomato generally screwup storyline retard drugged screen writer
"Last year, I fell in love with the Tim Burton's version of Sweeney Todd so I wanted to check out the other versions of this musical and I found this one at the library. Though I think Burton's is best, probably because I like film a lot better than theater, this is still a great production of the story. I haven't seen any of the other versions but I am trying to get my hands on them.<br /><br />After seeing Johnny Depp as Todd, it's hard for me to imagine anyone else in the role, but George Hearn does a fantastic job. Angela Lansbury is great, as always and all of the singing is fantastic. I found myself singing along. This is a play you won't want to miss, but try and see it before you see the film version so you won't have a biased view like me.",positive,last year fell love tim burton version sweeney todd wanted check version musical found one library though think burton best probably like film lot better theater still great production story seen version trying get hand thembr br seeing johnny depp todd hard imagine anyone else role george hearn fantastic job angela lansbury great always singing fantastic found singing along play want miss try see see film version biased view like
"I was very impressed with what Eddie Monroe was able to accomplish in regards to its overall affect on me. I say this because I know this independent film had a limited budget/resources, but despite this, it comes across as a convincing and well crafted piece of work.<br /><br />Enjoyable from start to finish with several relatively unknown actors which I can't help but believe will make a big noise in the industry in years to come, Eddie Monroe didn't fail to keep my interest engaged and my emotional meter dancing. It's a well scripted story with a startling ending despite my effort to not be taken off guard.<br /><br />Many of the cast names listed for this film are names to look out for in the future. Someone told me that Paul Regina recently passed, and if this is true it's a real tragedy since his stoic performance in Eddie Monroe is remarkable.<br /><br />Kudos to Fred Carpenter who has truly pulled out a winner with this one!",positive,impressed eddie monroe able accomplish regard overall affect say know independent film limited budgetresources despite come across convincing well crafted piece workbr br enjoyable start finish several relatively unknown actor help believe make big noise industry year come eddie monroe fail keep interest engaged emotional meter dancing well scripted story startling ending despite effort taken guardbr br many cast name listed film name look future someone told paul regina recently passed true real tragedy since stoic performance eddie monroe remarkablebr br kudos fred carpenter truly pulled winner one
"This is a very unusual film in that the star with the top billing doesn't appear literally until half way in. Nevertheless I was engaged by the hook of the Phantom Lady. Curtis, though competent as the falsely accused Scott Henderson, looks a little tough to be be sympathetic towards (perhaps he should have shaved his moustache) and his behavior when he first comes home should have convinced the cops at least to some degree of his innocence. While another commentator had a problem with Franchot Tone as Jack Marlowe I found his portrayal of the character to be impressively complex. He is no stock villain. Superb character actor Elisha Cook Jr. is again in top form as the 'little man with big ambitions.' His drumming in the musical numbers added a welcome touch of eroticism. This movie however is carried by the very capable and comely Ella Raines as the devoted would be lover of Henderson, Carol Richmond. She definitely has talent and her screen presence is in the tradition of Lauren Bacall. This is the first of her work I have seen and I am definitely inclined to see her other roles. The rest of the supporting cast is also more than competent. All in all a very satisfying film noir mystery which when viewed today fully conveys the dark and complex urban world it is intended to. Recommended, 8/10.",positive,unusual film star top billing appear literally half way nevertheless engaged hook phantom lady curtis though competent falsely accused scott henderson look little tough sympathetic towards perhaps shaved moustache behavior first come home convinced cop least degree innocence another commentator problem franchot tone jack marlowe found portrayal character impressively complex stock villain superb character actor elisha cook jr top form little man big ambition drumming musical number added welcome touch eroticism movie however carried capable comely ella raines devoted would lover henderson carol richmond definitely talent screen presence tradition lauren bacall first work seen definitely inclined see role rest supporting cast also competent satisfying film noir mystery viewed today fully conveys dark complex urban world intended recommended eight hundred ten
"This show has to be my favorite out of all the 80's horror TV shows. Like Tales from the Darkside, also from the same creators, this show is a rare gem. If you agree with me, PLEASE sign this petition I started, to get the word out for Monsters and get it out on DVD. Here is the petition address: www.petitiononline.com/19784444/petition.html Some of my favorite episodes would have to be Glim glim, and Rain Dance. I also loved the opening intro with the monster family. That used to creep me out! One of the things I would have to ask the DVD creators to include would be the organ sound heard right before where the commercial break would be. I don't know if any of you remember that part but that's one of the main things that brings back memories to me. I mean, come on! War of the Worlds the TV series already has been released on DVD, so I say Monsters, and also Tales from the Darkside, and Friday the 13th the series should be released too! We the fans need to speak our minds! We need this awesome show on DVD so PLEASE spread the word!!!",positive,show favorite 80 horror tv show like tale darkside also creator show rare gem agree please sign petition started get word monster get dvd petition address wwwpetitiononlinecom19784444petitionhtml favorite episode would glim glim rain dance also loved opening intro monster family used creep one thing would ask dvd creator include would organ sound heard right commercial break would know remember part one main thing brings back memory mean come war world tv series already released dvd say monster also tale darkside friday 13th series released fan need speak mind need awesome show dvd please spread word
"This is one of the movies of Dev Anand who gave great yet distinct movies to Hindi movie industries such as Jewel thief and guide. The story is short (if you ask me what is the story), plot is simple- a brother seeks for his lost sister. Sister has joined the hippies who smoke from pot and chant Hare Rama hare Krishna. Yet the movie portrays few of the significant events that the world experienced in 70's.Hippie culture, their submission to drugs, freedom ,escaping duty, family, and adopting anything new such as eastern (which was new for whites) religion. They have been handled perfectly. Zeenat gave her best and Dev as usual was remarkable. Songs are the best used (unlike they are abused for the sake of having songs) in this movie. They have not been spoiled.One perfect example is 'Dekho o deewano...Ram ka naam badnam na karo'. Each word in the song is very philosophical and meaningful. The end is tragic but that is not the essence of the movie. Overall Devji who does believe in making different movies has been successful in showing what he wanted to show here. A must see to experience hippie culture and beautiful Nepal of 70's.",positive,one movie dev anand gave great yet distinct movie hindi movie industry jewel thief guide story short ask story plot simple brother seek lost sister sister joined hippy smoke pot chant hare rama hare krishna yet movie portrays significant event world experienced 70shippie culture submission drug freedom escaping duty family adopting anything new eastern new white religion handled perfectly zeenat gave best dev usual remarkable song best used unlike abused sake song movie spoiledone perfect example dekho deewanoram ka naam badnam na karo word song philosophical meaningful end tragic essence movie overall devji believe making different movie successful showing wanted show must see experience hippie culture beautiful nepal 70
"As an aging rocker, this movie mentions Heep and Quo - my 2 favourite bands ever - but with the incredible cast (everyone) - and the fantastic storyline - I just love this piece of creative genius. I cannot recommend it more highly - and Mick Jones added so much (Foreigner lead and primary songwriter along with the greatest rock singer ever - Lou Gramm) - I have watched this great work more than 10 times- Bill Nighy - what a voice - and Jimmy Nail - talent oozes from every pore - then Astrid.... and Karen..... what more could an aging rocker ask for!! 10/10 - bloody brilliant.<br /><br />Alastair, Perth, Western Oz, Originally from Windsor, England.",positive,aging rocker movie mention heep quo two favourite band ever incredible cast everyone fantastic storyline love piece creative genius recommend highly mick jones added much foreigner lead primary songwriter along greatest rock singer ever lou gramm watched great work ten time bill nighy voice jimmy nail talent ooze every pore astrid karen could aging rocker ask one thousand ten bloody brilliantbr br alastair perth western oz originally windsor england
"Winchester 73 gets credit from many critics for bringing back the western after WWII. Director Anthony Mann must get a lot of credit for his excellent direction. Jimmy Stewart does an excellent job, but I think Stephen McNalley and John McIntire steal the movie with their portrayal of two bad guys involved in a high stakes poker game with the treasured Winchester 73 going to the winner. This is a good script with several stories going on at the same time. Look for the first appearance of Rock Hudson as Young Bull. Thank God, with in a few years, we would begin to let Indians play themselves in western films. The film is in black and white and was shot in Tucson Arizona. I would not put Winchester 73 in the category of Stagecoach, High Noon or Shane, but it gets an above average recommendation from me.<br /><br />.",positive,winchester seventy three get credit many critic bringing back western wwii director anthony mann must get lot credit excellent direction jimmy stewart excellent job think stephen mcnalley john mcintire steal movie portrayal two bad guy involved high stake poker game treasured winchester seventy three going winner good script several story going time look first appearance rock hudson young bull thank god year would begin let indian play western film film black white shot tucson arizona would put winchester seventy three category stagecoach high noon shane get average recommendation mebr br
"I am sad to say that I disagree with other people on this Columbo episode. Death Lends a Hand is frankly kind of a boring Columbo to me. After a few times, I get bored and changed the channel. I still love Robert Culp and Patricia Crowley and Ray Milland in their roles but the story was weaker in this episode than in the others. First, Robert Culp plays an investigator for Ray Milland's character. He hires him to investigate his young pretty wife played by Patricia Crowley to see if she is having an affair. In return, Culp's character blackmails the cheating wife who plans to expose his scheme to her husband ruining his career. Out of anger, Culp kills her by striking her in the face and setting the up the body elsewhere. I don't know. Maybe I just didn't care for this one at all. Of course, Columbo gets him in the end. It's just the question of how.",positive,sad say disagree people columbo episode death lends hand frankly kind boring columbo time get bored changed channel still love robert culp patricia crowley ray milland role story weaker episode others first robert culp play investigator ray millands character hire investigate young pretty wife played patricia crowley see affair return culps character blackmail cheating wife plan expose scheme husband ruining career anger culp kill striking face setting body elsewhere know maybe care one course columbo get end question
"like in so many movies of the past, you would think Hollywood would learn this by now, makes for a very disappointing movie, not to mention, make sure the kidnapped victim is alive first before paying the ransom.<br /><br />Maybe this film wants to remind of these basic facts in case it should ever happen to one of us. Why the long walk in the woods and can a city guy really go through the woods without getting lost? Just an opportunity for some sentimental dialog that was meaningless in the end.<br /><br />I had to listen to part of the director's comments in the special features section, from the great moves that Redford has made in the past, (Sneakers for one) surprised he agreed to star in such a film. The director's comments and reasons were weak.<br /><br />The best parts of this movie was the scenery, can't wait for spring to come.",negative,like many movie past would think hollywood would learn make disappointing movie mention make sure kidnapped victim alive first paying ransombr br maybe film want remind basic fact case ever happen one u long walk wood city guy really go wood without getting lost opportunity sentimental dialog meaningless endbr br listen part director comment special feature section great move redford made past sneaker one surprised agreed star film director comment reason weakbr br best part movie scenery wait spring come
"I saw this film at a special screening. At first I thought the movie would be like a typical Amanda Bynes movie, but I was wrong. The movie is based on the Shakespeares book ""The Twelth Night"" This movie tells the story of a girl who lives to play soccer. Well when the girls team is cut she has to go to great lengths to get on the guys team at a different school to get revenge on the egotistical guys team at her old school. On her way she gets caught up in a long tangled web of love, lies, and deception. This movie is this years Mean Girls. I think it shows some great new actors abilities and there are defiantly some big stars to be featured in this movie.",positive,saw film special screening first thought movie would like typical amanda bynes movie wrong movie based shakespeare book twelth night movie tell story girl life play soccer well girl team cut go great length get guy team different school get revenge egotistical guy team old school way get caught long tangled web love lie deception movie year mean girl think show great new actor ability defiantly big star featured movie
"...And there were quite a few of these. <br /><br />I do not like this cartoon as much as many others, partly because it was made in its period. I much prefer cartoons with Daffy and Bugs which are fifteen or so years before-hand. Many people will like this, particularly people who always find violence funny, cartoon or not.<br /><br />The basic plot is a pretty well known one for Looney Tunes: Elmer goes out hunting, Daffy leads him to Bugs and Daffy ends up being shot instead. Also inserted are quite clever and highly entertaining jokes (some do not enhance the episode), ugly shooting and animation which is slightly mediocre. The plot is mainly geared by jokes - each joke keeps the episode going. This way of plot-going is not all that unusual in Looney Tunes (of course if you are pretty much a Looney Tunes boffin - or an eager one - like me, then you'll know this already).<br /><br />For people who love everything about Looney Tunes and Daffy Duck and like the sound of what I have said about it, enjoy ""Rabbit Seasoning""!<br /><br />7 and a half out of ten.",positive,quite br br like cartoon much many others partly made period much prefer cartoon daffy bug fifteen year beforehand many people like particularly people always find violence funny cartoon notbr br basic plot pretty well known one looney tune elmer go hunting daffy lead bug daffy end shot instead also inserted quite clever highly entertaining joke enhance episode ugly shooting animation slightly mediocre plot mainly geared joke joke keep episode going way plotgoing unusual looney tune course pretty much looney tune boffin eager one like know alreadybr br people love everything looney tune daffy duck like sound said enjoy rabbit seasoningbr br seven half ten
"Others have commented on the somewhat strange video arrangements. I think they were trying to capture what you'd be looking at when attending a live performance. The feet, the faces, the overall view. Unfortunately, it falls a bit short. But, having said that, watching Colin Dunne is nevertheless gratifying. It's an interesting contrast to Michael Flatley in the original video. The progression of the show is evident, changes from the original Dublin production are evident.<br /><br />""Trading Taps"" is the highlight of the video, in my opinion. Tarik Winston is unbelievable, as is his partner in the piece.<br /><br />I think the audio was better in this version than the original video production (1995). In Dolby 5.1 on DVD it's excellent.<br /><br />Despite the flawed videography, it's a must-own for Riverdance fans.",positive,"others commented somewhat strange video arrangement think trying capture would looking attending live performance foot face overall view unfortunately fall bit short said watching colin dunne nevertheless gratifying interesting contrast michael flatley original video progression show evident change original dublin production evidentbr br trading tap highlight video opinion tarik winston unbelievable partner piecebr br think audio better version original video production one thousand , nine hundred ninety five dolby fifty one dvd excellentbr br despite flawed videography mustown riverdance fan"
"I have a 19-month old and got really tired of watching Care Bears all the time. Rooney is a great dancer, who cares if he is gay. This guy must have been a cheerleader or something.<br /><br />Beats Barney, cant get the songs out of my head....must...stop singing........Doodlebops songs........NOW.<br /><br />Must have 10 lines of text so I must continue.....what about when the say all the Canadian stuff like OOOUT Aboooot. Whacky Canadians.....Jazmine is rhyming too much, she must be Dutch.<br /><br />Knock knock, who's there, Dee Dee, super Hottie<br /><br />Bus driver Bob cannot dance, take lessons from Rooney",positive,19month old got really tired watching care bear time rooney great dancer care gay guy must cheerleader somethingbr br beat barney cant get song headmuststop singingdoodlebops songsnowbr br must ten line text must continuewhat say canadian stuff like ooout aboooot whacky canadiansjazmine rhyming much must dutchbr br knock knock dee dee super hottiebr br bus driver bob dance take lesson rooney
"It would be a shame if Tommy Lee Jones and Robert Duval ever see this movie as they will probably be associated with it in years to come. ""Oh yeah"", the public will say, ""'Comanche Moon', that's the mini series about the Texas Rangers and the Comanche Indians that starred Tommy Lee Jones and Robert Duval. It was a real stinker and probably the worst movie they were ever in. I think it was a comedy but a not very funny comedy. I really don't understand why they agreed to be in it"". That would be such an injustice as the original ""Lonesome Dove"" was a true western classic and this turkey is a real bomb and Jones and Duval will be remembered for it.",negative,would shame tommy lee jones robert duval ever see movie probably associated year come oh yeah public say comanche moon mini series texas ranger comanche indian starred tommy lee jones robert duval real stinker probably worst movie ever think comedy funny comedy really understand agreed would injustice original lonesome dove true western classic turkey real bomb jones duval remembered
"I love this movie. The cast were all terrific in the portrayal of their various characters. Judith Ivey did so well portraying a weak, fearful, dependent, who was passive aggressive in her complaining and self-involved character, that it was a relief to see the character's metamorphosis. Blythe Danner was equally appealing in her role as a somewhat judgmental Jewish mother, devoted wife, and loving sister. Jonathon Silmerman, Bob Dishy, Stacey Glick, and Lisa Walz performed their roles equally well.<br /><br />If you enjoy movies that relate to going through challenging times without loosing your sense of humor and hope, you will love this movie.",positive,love movie cast terrific portrayal various character judith ivey well portraying weak fearful dependent passive aggressive complaining selfinvolved character relief see character metamorphosis blythe danner equally appealing role somewhat judgmental jewish mother devoted wife loving sister jonathon silmerman bob dishy stacey glick lisa walz performed role equally wellbr br enjoy movie relate going challenging time without loosing sense humor hope love movie
This is one of the unusual cases in which a movie and the novel on which it is based are both great. Maybe this is because Gorris' takes Nabokov's initial ideas and gives them a different interpretation. The final consequence is a point of view over Luzhin which dignifies him more than the Nabokov's one.<br /><br />The only thing in the movie which I don't like is the influence of Valentinov's on Luzhin's destiny. I can't imagine Nabokov creating a person like Valentinov and giving him so great influence on novel's argument.,positive,one unusual case movie novel based great maybe gorris take nabokov initial idea give different interpretation final consequence point view luzhin dignifies nabokov onebr br thing movie like influence valentinovs luzhins destiny imagine nabokov creating person like valentinov giving great influence novel argument
"Not to be confused with the Resse Witherspoon high school film of the same name, this is a stylised look at Hong Kong's triad gangs. Called election because a new leader or 'chairman' is elected by ancient traditions every two years. Two candidates are up for the position and through ego, bribes and past track record the race is tense to say the least. Expertly directed to introduce you to an expansive cast without ever being confusing the story twists and turns before revealing itself in all its brutal glory. The Asian godfather this is not, but it is an enjoyable thriller in a gangster genre that will leave you on the edge of your seat and wincing at the violence. Subtitled volume 1 I think its safe to say there will other instalments as we go deeper into the murky world of the triads and all their feuding and underhand business deals. Either way this is a good start and if there are no sequels a great film in its own right.",positive,confused resse witherspoon high school film name stylised look hong kongs triad gang called election new leader chairman elected ancient tradition every two year two candidate position ego bribe past track record race tense say least expertly directed introduce expansive cast without ever confusing story twist turn revealing brutal glory asian godfather enjoyable thriller gangster genre leave edge seat wincing violence subtitled volume one think safe say instalment go deeper murky world triad feuding underhand business deal either way good start sequel great film right
I liked this movie a lot. It really intrigued me how Deanna and Alicia became friends over such a tragedy. Alicia was just a troubled soul and Deanna was so happy just to see someone after being shot. My only complaint was that in the beginning it was kind of slow and it took awhile to get to the basis of things. Other than that it was great.,positive,liked movie lot really intrigued deanna alicia became friend tragedy alicia troubled soul deanna happy see someone shot complaint beginning kind slow took awhile get basis thing great
"I felt obliged to watch this movie all the way through, since I had found it in a bargain bin and bought it for my own, but I came close many times to turning it off and just writing off the money I had paid for it. If you are a fan of gore and sadism, this movie is OK. If there is one thing that the makers of this film know, it is the creative use of fake blood and body parts for a sickening effect. If that doesn't thrill you, then stay away.<br /><br />This movie is shot on a home video camera, with grade school props and terrible actors. It's dubbed from German, but even allowing for that, the sound is awful. This film is about as budget as budget gets, except for the aforementioned special effects. If they had spent a little more money on actors and a real script instead of blood and guts, the film might have been a little more enjoyable.<br /><br />The story is about three men that land on an island inhabited by an army of tin-masked sadists. They are captured, and the rest of the movie is about their attempt to escape. I call this a story in the loosest sense, since it is really a series of scenes of torture and combat strung together by inane obscenity-filled dialog.<br /><br />There is nothing whatsoever redeeming about this movie, unless you like mindless gore. Consider yourself warned.",negative,felt obliged watch movie way since found bargain bin bought came close many time turning writing money paid fan gore sadism movie ok one thing maker film know creative use fake blood body part sickening effect thrill stay awaybr br movie shot home video camera grade school prop terrible actor dubbed german even allowing sound awful film budget budget get except aforementioned special effect spent little money actor real script instead blood gut film might little enjoyablebr br story three men land island inhabited army tinmasked sadist captured rest movie attempt escape call story loosest sense since really series scene torture combat strung together inane obscenityfilled dialogbr br nothing whatsoever redeeming movie unless like mindless gore consider warned
