,Unnamed: 0,text,target
27,3790,"As manager of Rangers, Stuart McCall has learned to tolerate supporters booing their own players. Growing up watching Leeds United, he was less forgiving. 'I remember Terry Yorath and Ray Hankin coming in for stick,' he recalled. 'As a teenager I used to get into fights because of it. 'I remember standing at the back of Leeds kop, maybe I was 15 or 16 year old and Yorath and Hankin were getting booed. Terry Yorath had just taken over from Billy Bremner and it was boooooo… . Rangers manager Stuart McCall has had to get used to his players being booed by supporters . Lee McCulloch, the Rangers captain, was booed for an error that led to a goal against Raith Rovers . McCall hopes that for the time that he is manager of Rangers, McCulloch will be the last player to get booed . 'They had a song for Ray Hankin and it went: 'Ray Hankin, Ray Hankin' and half of them would then shout: 'S**t' and this is while he was warming up for the game. 'That's when I got into fights, with the people shouting s**t. 'Tell me, how's that going to help any individual when that's the reaction to their name just being read out?' Those sour memories returned last weekend when Rangers skipper Lee McCulloch was the object of frustration from the Ibrox stands. Culpable for a Raith Rovers goal, the veteran defender suffered the embarrassment of being booed by his own supporters. He was hardly the first to suffer that fate. So long as McCall remains manager of Rangers – an unknown currently – he hopes McCulloch will be the last. 'I've no problem with a team being booed off at half time or full time, that's fine. People pay their money. 'But I think the individual thing is not on. It was sad to hear last week. 'The good thing was that within minutes of it happening most of the supporters actually turned it round and he was getting backing again. 'We were losing 2-0 and I think people thought: 'You know what, we need to help the team.' It spun itself round and then the majority of the supporters were clapping. 'If it hadn't turned itself round, I don't think we would've got back in the game.' In the west of Scotland, grown men rarely express their feelings. To sympathise would only have drawn attention to the captain's predicament. McCulloch has made no reference to the incident to McCall and vice versa. 'He just wants to get on with it,' added the manager. 'There's not a lot you can say anyway. 'I remember a situation with Michael Higdon at Motherwell. I had to put out a message saying: 'Lay off.' He ended up with 27 goals and player of the year. 'It doesn't help anybody if a player is booed. Yes, we all understand and accept frustration in the stands. But booing one of your own players isn't going to help. 'I fully accept that when you boo your team at half time and full time that's everyone's prerogative. But it's certainly not going to help anyone by scapegoating an individual. 'Is it going to make him feel good and feel like he's going to flourish or is he going to go into himself? Surely that's common sense.' Should McCulloch play against Hearts at Tynecastle on Saturday– and the indications are he will – the defiant, thrawn streak in away supporters will no doubt prompt a different response. Such is the must-win nature of the game and the raucous Gorgie atmosphere that an exaggerated show of support is likely. McCall expects the 36-year-old - a strong, experienced footballer - to be fine. 'Lee has a leadership mentally and he has been about. It's good he's not one of the younger ones. 'He's had highs and lows and he's been there and seen it and represented Rangers terrifically well in his career. 'Hopefully that's it and, although it happened, the overriding feeling for me was that other supporters turned it on its head and that made it better.' The need for Rangers to find some unity at Tynecastle is obvious enough. They must beat champions Hearts and hope Hibs – yet to beat Falkirk this season – show the mental fragility many now regard as their trademark. If Rangers do attain second place, it means two less play-off games. Perhaps more importantly it also avoids another trip to the artificial pitch of Queen of the South where they have already lost 2-0 and 3-0 this season. 'Whoever gets Queen of the South will have a hard game,' said McCall. 'We lost down there twice, but we did beat them once at Ibrox and drew with them, too. 'If we have to go down there, we would be confident because we would have to play them at a full Ibrox as well, which would give everyone a huge lift. 'They have done really well and had two good results against us, but if we play Queen of the South and Hibs - or just Hibs - they will be tough games. 'We've obviously got to win to get second and that's what we'll try to do. Obviously, there is a slight advantage to finishing second with playing two less games. But when it comes down to it, you are just going to have win football games. McCulloch is in line to play for Rangers against league leaders Hearts at the weekend . McCall questioned whether fans booing their own players has any positive impact upon the team . 'If we manage to win at Hearts and Hibs don't win, there will be no great celebrations from our point of view because we won't have achieved anything. 'We've got into the play-offs but, either way, all the hard work is in front of us. 'We're aiming to win on Saturday, we think we can win, but I just really want a good, strong performance to go into the play-offs.'",Lee McCulloch was booed by the crowd at Ibrox last weekend. Stuart McCall has learned to tolerate fans booing their own players. Rangers face Queen of the South on Saturday night.
28,9136,"(CNN)Indonesia has a tough stance on drug smugglers, and since assuming office in October, President Joko Widodo has made it clear he intends to show no mercy toward those found guilty of such crimes. That tough stance casts a further pall on two Australian drug smugglers, part of the so-called ""Bali Nine."" They are waiting to learn whether they will be put to death by firing squad after an Indonesian court rejected a last ditch effort to gain clemency from Widodo on Monday. April marks a decade on death row for Andrew Chan and Myuran Sukumaran for their part in a failed heroin smuggling plot. The 31-year-old Chan has been called the ringleader and 33-year-old Sukumaran has been described as his collaborator.  The seven others who took part in the operation are serving lengthy prison sentences for trafficking the drugs. The members of the Bali Nine were arrested after Indonesian police received a tip from Australian Federal Police. Four members of the group were caught at Denpasar International Airport with more than 8 kilograms of heroin strapped to their bodies.  Four others, including Sukumaran, were arrested at a hotel in the village of Kuta.  Although he wasn't carrying any drugs, Chan was detained after boarding a plane to Sydney.  He was named by others as the mastermind of the smuggling plot. While the purported ringleaders have received media attention for years, the other seven members of the Bali Nine have rarely been in the spotlight. Here's a quick look at the other members of the group: . Scott Rush . Indonesian prosecutors asked for and received a sentence of life in prison for several of the Bali Nine, who were identified as drug couriers in the operation. That includes Scott Rush of Brisbane, Australia. Rush was 19 when he was captured in Indonesia. He was arrested at Denpasar Airport with more than 1 kilogram of heroin strapped to his body. Michael Czugaj . Life in prison was the original sentence for 29-year-old Michael Czugaj, also of Brisbane. Nineteen at the time of his arrest, Czugaj is one of five of the Bali Nine whose sentence was reduced to 20 years in prison, then reinstated at life again.  During his trial, Czugaj testified he was lured into the drug scheme with the promise of a free holiday to Bali. He was quoted in news reports as saying his life was threatened, as well as his family's, if he refused to cooperate with the heroin smuggling operation. Tan Duc Thanh Nguyen . Tan Duc Thanh Nguyen from Brisbane, who is now 31, was one of four drug couriers in the case. He was found in a hotel room on Bali's Kuta Beach with a small amount of heroin and drug paraphernalia. Si Yi Chen and Matthew Norman . The others are Si Yi Chen, 30 and Matthew Norman, 28, both from Sydney.  Foreignprisoners.com quotes Chen as saying he deeply regrets his actions and did not mean to hurt others, especially his family.   Norman is quoted on the same website expressing remorse for his actions and hopes that people back home, ""don't judge me too harshly.""  He says he has two sisters including a twin. Foreignprisoners.com is run by Foreign Prisoner Support Service, a nonprofit organization based in South Africa. Martin Stephen and Rena Lawrence . The same website details information about Martin Stephens, now 39, and the only woman in the Bali Nine, 37-year-old Renae Lawrence. Stephens was a former bartender from Towradgi, a suburb of Wollongong in New South Wales. He claims he was forced to travel to Bali and take part in the drug smuggling operation after death threats against his family. Lawrence, from Newcastle in New South Wales, Australia, was arrested with heroin strapped to her body.  She claims Chan threatened her life if she did not take part in the scheme.  During her court appeal, Lawrence apologized to Indonesia for her actions.  Her original life sentence was also reduced to 20 years. During a court appearance in 2006, Chan denied threatening anyone.  He told the Denpasar District Court before his sentencing in February of that year:  ""A lot of lies have been said against me, but the true reality is I'm not what people put me out to be. I've never threatened anybody in my life."" The Denpasar District Court also dismissed claims that Chan made threats against Lawrence and Rush when the two were sentenced in 2006. Australia has repeatedly called for clemency for Chan and Sukumaran. Foreign Minister Julie Bishop said Monday, ""The Government is disappointed at today's decision by the State Administrative Court of Jakarta to reject the appeals of Andrew Chan and Myuran Sukumaran. We understand that the legal team for Mr. Chan and Mr. Sukumaran is considering other legal options."" In a news release posted to the Australian government's website, Bishop cited the ""extensive rehabilitation"" both men have undergone and said she will continue to appeal to her counterpart while Australia continues to ""use all diplomatic options to seek a stay of execution.""","Indonesian court rejects a last ditch effort to gain clemency for the so-called ""Bali Nine"" seven members of the group are serving sentences of life in prison. Andrew Chan and Myuran Sukumaran were involved in a failed heroin smuggling operation."
29,673,"Children who share iPads in class do much better in early literacy tests than those who don’t, researchers claim. The findings come after the general secretary of the National Association of Head Teachers said he was dubious about using technology as a teaching aid in non-IT classes. However, research into the effects of the devices on literacy levels suggests the best outcome comes from youngsters sharing devices. Children who share iPads in class do much better in early literacy tests than those who don’t, researchers claim (stock image above) Courtney Blackwell, at Northwestern University in the US, found that, in tests, kindergarten children who shared iPads in classes over an academic year significantly outscored their peers who were in classes that had no iPads or in which each student had their own device. Shared iPad students scored around 30 points higher than students who used the device on their own and non-iPad users. She worked with 352 students at a Midwestern suburban school district during the research. Miss Blackwell said the findings suggest it’s the ‘collaborative learning around the technology that made the difference, not just the collaboration in and of itself’. Shared iPad students scored around 30 points higher in a test than students who used the device on their own and non-iPad users (stock image above) She added: 'Schools might reconsider how the tablets are used, especially in earlier grades, in order to make the technology most effective.' She is due to present her findings at the 65th Annual Conference of the International Communication Association in Puerto Rico.","Courtney Blackwell at Northwestern University in the US found that, in tests, children who share iPads do much better in early literacy tests than those who don't. Shared iPad students scored around 30 points higher in a test than students who used the device on their own and non-iPad users. Her findings come after the general secretary of the National Association of Head Teachers said he was dubious about using technology as a teaching aid in non-IT classes."
30,7876,"(CNN)Tuesday is Equal Pay Day, the fictitious holiday marked by progressive women's groups as the point in the year women would have to work to make up for ""lost"" wages as a result of the so-called wage gap. In the wake of Hillary Clinton's presidential announcement, the ""holiday"" has special meaning. Clinton's election will no doubt center on women voters, and the Democratic women's agenda centers on pay equity and fairness in the workplace. Here's the thing: That 77-cent wage gap statistic is grossly overstated. It's a comparison of averages -- comparing full-time working women with full-time working men -- that doesn't control for any of the important factors that go into determining one's salary such as education, profession, title, time spent in the workforce and time spent in the office each day, to name a few. When we do control for these variables, a much smaller wage gap persists of about 4-6 cents, some of which may be the result of gender discrimination, but also is likely a function of women's choices and different behavior, such as not negotiating as often as men do -- factors for which economists simply can't control. The new women warriors: Reviving the fight for equal rights . I frequently reference my own experience as a working mom with young children as an example of someone who not only made the ""mistake"" of majoring in history but then pursued a career in the nonprofit political world -- not exactly a winning combination if a high salary is the ultimate goal. Add to this the fact that I took time out of the workplace and worked part time to have a family, and my earning potential simply isn't as high as some of my male counterparts. Opinion: Why Hillary Clinton should take a pay cut . Still, conservatives -- and by extension Republicans -- ought to be paying attention to Equal Pay Day. Because for many on the right the midterm election victories signaled that the ""war on women"" narrative was over. That Democrats had overplayed their hand and that candidates such as Colorado's Mark Udall simply couldn't succeed. In some respects, Republicans are right. Voters did choose policy substance over gendered rhetoric, and in many ways they rejected the insidious ""war on women"" narrative. The facts about the gender wage gap . But women voters are valuable, and Equal Pay Day ought to be a reminder that Democrats aren't ready to surrender. Let's remember a 5-point national gender gap still remains in the Democrats' favor. Bottom line: The ""war on women"" narrative hasn't been turned off -- it's simply shifted gears. And with the presidential election season just revving up, we can expect to see the ""war on women"" focus turn to the workplace, where Democrats will claim women are paid unfairly, not given the paid leave benefits they deserve and not given the child care support they demand. Many on the right fear if they try to push back on the issue of pay equity they will be skewered in the polls. But nothing could be further from the truth. Map: Where the gender pay gap is the widest . The Independent Women's Forum conducted a randomized, controlled experiment on the issue of the wage gap, and we found that not surprisingly the progressive message in favor of the Paycheck Fairness Act -- a legislative ""solution"" to close the pay gap -- increased support for the bill but surprisingly was not effective at increasing support for Democrats. In short, if the right is silent on the issue, the left has the potential to win the battle but not the war. It's tempting on days such as Equal Pay Day for Republicans to want to lie low -- to ignore the rhetoric and hope it will all go away by Wednesday. But the reality is that's the worst thing conservatives can do. The public is open to hearing the real story on pay equity, and conservatives need to be ready and willing to respond.","Equal Pay Day is a holiday marked by progressive women's groups. It's the point in the year women would have to work to make up for ""lost"" wages. But that statistic is grossly overstated, and Democrats aren't ready to surrender."
31,245,"Jailed: Kevin Franklin married his new wife in the Italian Alps while his 80-year-old victim was forced to borrow money from his children because he could not afford any milk . A conman has been jailed for stealing a pensioner's entire £401,000 life savings and using it to finance his dream wedding and honeymoon. Kevin Franklin married his new wife in the Italian Alps while his 80-year-old victim was forced to borrow money from his children because he could not afford any milk, a court heard. The 58-year-old siphoned off the £400,001 fortune over an eight-year period but when he was finally arrested he told police: 'I played him.' He was jailed for four-and-a-half years at Warwick Crown Court yesterday after admitting fraud and deception after the judge ignored his plea for leniency because he was 'terrified' of going to prison. Sentencing him judge Alan Parker said: 'You plainly saw him as a soft target and you used him, and used him and used him. 'You told lies, some of them beyond wicked, and always you knew he would pay up. 'You lived a lavish lifestyle at the cost of an elderly man's life savings. Society demands that you should be punished.' He told the 80-year-old a string of lies that led to the elderly chartered accountant losing his Birmingham office and was forced to put his 'beautiful' home up for sale, the court heard. Franklin stole his money after telling him his sister had died in Canada and he desperately needed to fly there. He then said his father had died and needed a loan  until he inherited £500,000 - but in fact Franklin's father had died 20 years earlier. Before his fraud was revealed he had said that bailiffs were at the door demanding money. The victim was introduced to Franklin in 2005 and agreed to lend £15,000 for refurbishments to a restaurant Franklin ran in Wootton Wawen, Warwickshire. Shocking: Franklin was jailed at Warwick Crown Court, pictured, which heard that his victim's life was made 'a disaster' because he was left without any money to buy a pint of milk . From there, Franklin fabricated sob story after sob story in an attempt to wring ever more cash from the pensioner, including tens of thousands more in loans. But Franklin, a former car dealership manager, was living the high life and even used the money for his Italian Alps wedding and honeymoon. Meanwhile the pensioner had ran out of money and endured days filled with fear. In a statement, he said the pressure had become overwhelming as Franklin's demands took over his life. 'My financial situation is a disaster,' he added. 'At times we have been so short of money to pay for basic food that we have had to search our pockets to get enough for a litre of milk.' Defending, Lee Marklew said Franklin's personal life had been destroyed by the case, and his wife had left him. 'The thought of the inevitable custodial sentence has been utterly terrifying,' he said. 'Since his arrest it has been a palpable fear which has affected the quality of his life.' But the judge ignored his plea and jailed him.","Kevin Franklin, 58, stole £400,001 in life savings over eight years. He married 80-year-old in Italian Alps while victim was forced to borrow money from his children because he could not afford any milk. Franklin told pensioner: 'My financial situation is a disaster' Judge ignored plea for leniency and jailed him for four-and-a-half years."
32,1078,"Audi has created a so-called 'green' diesel fuel made using a combination of water and carbon dioxide. The car manufacturer described its breakthrough as the 'fuel of the future' and claims it could provide a carbon neutral way of powering vehicles. Experts used renewable energy to convert carbon dioxide and water into a form of crude oil known as 'blue crude', which was then refined into diesel. Scroll down for video . Audi claims to have created the fuel of the future - diesel (shown above) made from water and carbon dioxide. Experts used renewable energy to convert the carbon dioxide and water into a form of crude oil known as 'blue crude', which was then refined into diesel . Tests have shown it can be mixed with diesel from fossil fuels, or used as a fuel in its own right. Audi has already begun using the new e-diesel to power the official car of German minister of education and research Dr Johanna Wanka. Reiner Mangold, head of sustainable product development at Audi, said: 'In developing Audi e-diesel we are promoting another fuel based on carbon dioxide that will allow long‑distance mobility with virtually no impact on the climate. Audi's fuel was developed with Sunfire, a Dresden-based energy technology company. To make the fuel, water is first heated to form steam which is then broken down into its constituent hydrogen and oxygen using high-temperature electrolysis. By performing this process at temperatures above 800°C (1,472°F), the water breaks down with greater efficiency than at room temperature. The hydrogen is then pumped into a reactor with carbon dioxide at high pressure and high temperatures. This causes them to react to produce long-chained liquid hydrocarbons. Hydrocarbons are the basic building block of all fossil fuels, but the compounds produced in the reactor are known as 'blue crude'. Audi claims the whole process can be powered using renewable energy and can be achieved with an efficiency of around 70%. The blue crude can then be refined in a similar way to standard crude oil to produce e-diesel. 'Using carbon dioxide as a raw material represents an opportunity not just for the automotive industry in Germany, but also to transfer the principle to other sectors and countries.' The new fuel was developed by Audi along with Sunfire, a Dresden-based energy technology company. To make the fuel, water is first heated to form steam, which is then broken down into its constituent hydrogen and oxygen using high-temperature electrolysis. By performing this process at temperatures above 800°C (1,472°F), the water breaks down with greater efficiency than at room temperature. The hydrogen  is then pumped into a reactor with carbon dioxide at high pressure and high temperatures. This causes them to react to produce long-chained liquid hydrocarbons. Hydrocarbons are the basic building block of all fossil fuels but the compounds produced in the reactor are known as 'blue crude'. Audi claims the whole process can be powered using renewable energy and can be achieved with an efficiency of around 70 per cent. The blue crude can then be refined in a similar way to standard crude oil to produce e-diesel. Water is heated to form steam, which is broken down into hydrogen and oxygen using  electrolysis. Hydrogen is  pumped into a reactor with carbon dioxide at high pressure and high temperatures and causes them to react to produce liquid hydrocarbons, known as 'blue crude'. Hydrocarbons form the base of fossil fuels . Audi added that the synthetic fuel does not contain sulphur or hydrocarbon rings – known as aromatic hydrocarbons – which are found in crude oil and can create additional pollution. A breakthrough was recently made in the development of clean hydrogen power. Currently, while hydrogen fuel is appealing, the production of hydrogen is incredible difficult - requiring huge amounts of energy. But the researchers say they have made a new material that can generate hydrogen from water, meaning it is less reliant on fossil fuels. Researchers at the University of Bath and Yale University have designed a molecular catalyst to split water in an electrolyser and create clean and storable hydrogen fuel. The approach increases the efficiency of electrolysis of water into its constituent parts by reducing the amount of energy needed to perform the  oxidation half of the reaction. Christian von Olshausen, chief technology officer at Sunfire, said the fuel was highly combustible and produced less pollution than traditional diesel. He said: 'The engine runs quieter and fewer pollutants are being created.' A special processing plant has been built in Dresden Reick and is set to produce 3,000 litres of e-diesel in the coming months. The carbon dioxide is currently supplied by a biogas facility as a byproduct. Audi said it also extracts carbon dioxide from the ambient air using 'direct air capturing'. Burning of fossil fuels is the main source of carbon dioxide emissions by humans into the atmosphere and is driving global warming. By capturing emissions from power plants and removing it from the air, Audi says its new fuel can be used without adding to the burden of gas in the atmosphere. The project is the latest attempt by Audi to produce more environmentally friendly fuels for its vehicles. Audi has already begun using the new e-diesel to power the official car of German minister of education and research Dr Johanna Wanka. The minister is pictured testing the new fuel in her official car . In 2009 it announced a project to produce e-gas - a form of synthetic methane – for use in its g-tron gas powered vehicles. At the launch of the new e-diesel, Dr Wanka put five litres of the fuel into her official Audi A8. She said: 'This synthetic diesel, made using carbon dioxide, is a huge success for our sustainability research. 'If we can make widespread use of carbon dioxide as a raw material, we will make a crucial contribution to climate protection and the efficient use of resources, and put the fundamentals of the ""green economy"" in place.'","'green' fuel made using water and carbon dioxide from a form of crude oil. Experts used renewable energy to convert carbon dioxide and water into diesel. Hydrocarbons are the basic building block of all fossil fuels, but they can cause pollution. It is the latest attempt by Audi to produce more environmentally friendly fuels."
33,3061,"Conviction: Amy Wilkinson, 28, left, the granddaughter of former Manchester United manager Tommy Docherty,  has admitted falsely claiming almost £18,000 in benefits . The granddaughter of former Manchester United manager Tommy Docherty has admitted falsely claiming almost £18,000 in benefits. Amy Wilkinson, 28, claimed housing benefit and council tax benefit even though she was living in a home owned by her mother and her partner, who was also working. Wilkinson, who was a British Airways cabin crew attendant, was ordered to pay back a total of £17,604 that she claimed over two years when she appeared at South and East Cheshire Magistrates Court last week. She admitted two charges of dishonestly making false representations in order to claim housing benefit, Council Tax benefit and income support. Magistrates sentenced her to 24 weeks' imprisonment suspended for 24 months and ordered her to pay costs of £675 and a victim surcharge of £50. Her grandfather, Tommy Docherty, now 86, was manager of Manchester United from 1972 until 1977. He was sacked over his affair with the wife of the team's physio in 1977. Steph Cordon, Cheshire East Council's head of communities, said: 'It is a big mistake for fraudsters to think they can get away with claiming benefits they are not entitled to. 'They risk ending up with a criminal conviction for a serious offence of dishonesty and being ordered to repay the money they have falsely claimed. 'We have a zero-tolerance policy towards benefit fraud because we are determined to ensure that the benefits system works for people who really need help.' Wilkinson of  Knutsford, applied for housing benefit and Council Tax benefit in April 2011, saying that she was on a low income, was living in a privately-rented property and needed assistance with her rent and council tax, a court heard, . Football star: Tommy Docherty, now 86, was manager of Manchester United from 1972 until 1977, pictured here after winning the FA Cup in his final year at the club . She also made a claim for income support to help her and her daughter as she had no other income. Fundraising: A pregnant Amy Wilkinson outside Downing Street in 2011 after she raised £10,000 for charity after the death of her son . However, investigators from Cheshire East Council's benefit fraud investigation team and the Department for Work and Pensions found she had failed to declare that her mother owned the property for which she was claiming housing benefit. They also discovered that Wilkinson's partner had joined her household in January 2012 and had been supporting her and the family financially. Over a two-year period, she received a total of £17,604 in state benefits that she was not entitled to. She will have to repay in full the benefits that she fraudulently obtained. In 2011 she raised more than £10,000 for baby charity Tommy's and was thanked by the Chancellor George Osborne, who is also her local MP. She spent 18 months fundraising after she went into labour at 29 weeks and lost her son, Billy John, who tragically only lived for three minutes. Describing why she raised the money she said at the time: 'I was 29 weeks pregnant when I went into labour but they don't know why, there's just no answer for it. I needed something to focus on. 'Tommy's has been fabulous with us and on their website, they have a forum where you can talk to other people about it. I never realised how many people have been through what we have been through because at times I thought I was the only one.'","Amy Wilkinson, 28, claimed housing benefit and council tax benefit. However, she was living in a home owned by her mother and her partner. She also made claim for income support to help her and daughter financially. She was sentenced to 24 weeks' imprisonment suspended for 24 months."
34,10510,"Floyd Mayweather has claimed he is a better fighter than Muhammad Ali. Mayweather, who takes on Manny Pacquiao in their $300 million mega-fight on May 2, is widely considered to be the current pound-for-pound No 1. But he believes there has never been a better boxer in the history of the sport. Floyd Mayweather trains ahead of his fight against Manny Pacquiao next weekend . In an interview ESPN's Stephen A. Smith, Mayweather said: 'No one can ever brainwash me to make me believe that Sugar Ray Robinson and Muhammad Ali was better than me. No one could ever brainwash me and tell me that. 'But one thing I will do, I'm going to take my hat off to them and respect those guys because those are the guys that paved the way for me to be where I'm at today.' When asked if he truly believed he was better than Ali, Mayweather recalled the heavyweight losing his world titles to Leon Spinks in 1978. Muhammad Ali suffered a shock defeat to Leon Spinks who had only fought seven times previously . The inexperienced Spinks celebrates his surprise 15 round split decision victory over Ali . 'Leon Spinks only had seven fights,' he said. 'Never put a fighter in there with Floyd Mayweather with seven fights.' Mayweather also criticised the 'rope-a-dope' tactics adopted by Ali against George Foreman in their Rumble in the Jungle. 'Are you going to tell me its cool to lay on the ropes and take punishment and let a man tire himself out from beating you,' he said. 'He's basically fatigued - you hit him with a few punches and he goes down and quits. You want to be glorified for that? Absolutely not, not me.' Ali adopted his famous 'rope-a-dope' tactics before stopping George Foreman in the Rumble in the Jungle .",Floyd Mayweather takes on Manny Pacquiao in a mega-fight on May 2. Mayweather claims there has never been a better boxer than Muhammad Ali. Mayweather also criticised the 'rope-a-dope' tactics adopted by Ali.
35,10370,"At Tokyo's Narita Airport, the newly-opened Terminal 3 sure has some quirky features. Among them, strips of brightly-coloured running track, which have been installed in the airport's hallways. While of course passengers are entertained by the latest buzzworthy stunt, we have to wonder: were they really intended to encourage travellers to dash to their boarding gate? Tokyo's Narita Airport has installed running tracks in its new Terminal 3 in honour of the 2020 Olympics . Turns out that the cushioned tracks were actually designed to celebrate the 2020 Olympics, which will be held in Tokyo. But there's no denying that the footpaths are extremely useful regardless. The blue path leads passengers toward departures, while arrivals can be reached by following the red pathway. Further, in each lane there are a series of icons, which include information such as the distance to other terminals, directions to nearby restaurants and shops and where to find outside transport options. The recently-opened terminal will be primarily used for departures and arrivals of low-cost carriers . To save money, the airport installed these cushioned running tracks, which also include directional information . All of the blue lanes lead towards the departure area, while the red track leads travellers to arrivals . The new terminal, which will be used for many of the city's low-cost carrier departures, first opened on April 8 and according to the website, the aim of the innovative tracks was, in part, to save money. 'To cut costs, we opted not to install the typical moving walkways or illuminated signs,' the terminal's website reads. 'Instead, to offer an exciting walking experience that is easy on the feet, we implemented running tracks used for track and field, and added signage for user-friendly guidance.'",Tokyo's Narita Airport has installed running tracks in its new Terminal 3. Running tracks were designed to celebrate the 2020 Olympics. They also include directional information such as distance to other terminals.
36,8814,"Rangers boss Stuart McCall says he is already working on a dossier of signing targets for next season - even though he may not be around to parade them. The interim Ibrox manager still does not know if he will be in charge beyond the current campaign after being lured back to his old club to kick-start their faltering promotion bid. So far, everything is going to plan with Gers second in the Scottish Championship table and destined for a semi-final play-off slot. Stuart McCall says he is already looking at transfer targets for next season, though he may not be at Rangers . But with 12 players out of contract, McCall knows the Light Blues will need to strengthen if they have any chance of keeping pace with rivals Celtic next season - if they go up - and is already piecing together a wish list of potential new arrivals. He said: 'I've been speaking to a lot of agents and putting things in place for if and when... Even if I'm not here, if I'm getting players put to me who would like to come to Rangers regardless of the manager, then we build a little portfolio of positions that we will be needing next year. 'It's not a case of us standing still and then thinking come June 1, 'Oh we need to get into action'. 'No, there are a lot of agents who come to us and we build a little dossier of players that as a staff, we think will be good for next season, regardless of what league we are in. 'It would be slightly naive [if we were not doing that]. If I'm in charge or not, I still want the club to do well and I will put my view across to the board on who I think should be coming into the club and who should be here.' McCall is compiling a dossier on targets as he looks to put the club in the best possible position . Rangers have operated a haphazard transfer policy since re-emerging from the embers of liquidation. The club's team of scouts were jettisoned under the disastrous Craig Whyte regime and former boss Ally McCoist was largely forced to turn to a list of former Ibrox servants he had personal knowledge of when trying to bolster his squad. But McCall revealed the club's new board are now starting the process of re-establishing their spying network - albeit on a smaller level than before. 'I think there has been discussions behind the scenes with different people,' said the former Motherwell boss. 'I don't think we are at the stage where we were 10 or 15 years ago where we were aiming to get into the Champions League and bringing players in for three and four million yet. 'I don't think Rangers will be at the stage yet next year where we need international scouts everywhere. Rangers have expanded their scouting network after a haphazard system over the past few years . 'But certainly a scouting network needs to be put in place. 'Having said that, I spoke to Craig Levein at Hearts and they do a lot of their scouting with [online service] Wyscout. When I brought Henrik Ojamaa in at Motherwell, that was after I'd seen a clip of him on YouTube. I sold him for £350,000 after signing him for nothing. That was great. 'So you can still do your own background work. Personally I would always like to see the player myself. I've only ever signed one player without watching him first and slightly regretted it. 'So yeah we need a scouting network but at this moment where Rangers are, not to the extent where we have scouts all over Europe.' McCall admitted he still does not know if he will rejoin Gordon Strachan's Scotland staff for the June 13 Euro 2016 qualifier with Ireland in Dublin. And he also confessed to uncertainties ahead of Saturday's match with Falkirk. McCall's side are still in line for promotion, sitting in the play-off positions in the Scottish Championship . Peter Houston's Bairns - five points behind fourth-placed Queen of the South with two games to play - need an unlikely series of results to make the play-offs but McCall says that raises more questions than answers. He said: 'Housty is a wily old fox who has done terrifically well in his career so I don't know what to expect. 'It will take a difficult set of results for them to get into the play-offs so I don't know if they will come here and think the pressure is off and play care free. 'They don't lose many goals so we may have to be patient through the 90 minutes. We have had a couple of decent results against them but they have capable players and we will need to be at our best.'",Ibrox boss Stuart McCall says he is already working on a dossier of transfer targets. McCall does not know if he will be in charge after being lured back to his old club to kick-start their faltering promotion campaign.
