text,target,probs,cleaned_text
"I suppose the ultimate curse of attending the Toronto Film Festival is your release date time table get messed up. Quite frankly, I'm just happy Fido got picked up for US distribution. In any case...<br /><br />Ever seen Shaun of the Dead? Good. How about Lassie? Able to reconcile the two? Well, if you can your name might be Andrew Currie, Canadian helmer of the first ever family themed zombie comedy, or zomedy. (Seriously, that's what the press book in Toronto called it.) Though not as violent, dry, or British as Shaun of the Dead, Fido remains true to its roots: a devotion to old 50s black and white television including both Lassie and the infamous sci-fi pulp that was being pumped out during the period.<br /><br />Fido's talented headliners (Carrie Anne Moss, Billy Connelly, Dylan Baker, and Tim Blake Nelson) stand as a testament to the brilliance of the script. The film explores all the implications of its premise: a world where zombies have been converted to servants because of the sheer number of them due to a strange accident. What would you use your new undead servant for? A butler? Manual labor? A pet? Unspeakable acts? Fido tackles all these possibilities in a sweet and surprisingly classy way, with much thanks to the work of Connelly (as one of said zombies) and young TV actor K'Sun Ray, who seems at times to be a better young Elijah Wood than the young Elijah Wood was.<br /><br />If you're expecting another Shaun of the Dead, don't waste your time. There's not nearly enough gore and pokes at the genre to satisfy you and you'll just leave the theater bitter and depressed. But if you're willing to take a look at what happens to Shaun of the Dead when it jumps across the lake, you're in for a treat. Think of Fido as the sensitive, more often beaten up little brother to Shaun of the Dead's rebellious loser, and you're starting to get the drift. If you like (or at least tolerate) zombies, small children, and loads of deadpan satire, Fido's the film for you. If that's not the case....well, you know the drill. Just hit 'em square between the eyes.",positive,0.665579582,suppose ultimate curse attending toronto film festival release date time table get messed quite frankly happy fido got picked u distribution casebr br ever seen shaun dead good lassie able reconcile two well name might andrew currie canadian helmer first ever family themed zombie comedy zomedy seriously press book toronto called though violent dry british shaun dead fido remains true root devotion old 50 black white television including lassie infamous scifi pulp pumped periodbr br fidos talented headliner carrie anne moss billy connelly dylan baker tim blake nelson stand testament brilliance script film explores implication premise world zombie converted servant sheer number due strange accident would use new undead servant butler manual labor pet unspeakable act fido tackle possibility sweet surprisingly classy way much thanks work connelly one said zombie young tv actor ksun ray seems time better young elijah wood young elijah wood wasbr br expecting another shaun dead waste time nearly enough gore poke genre satisfy leave theater bitter depressed willing take look happens shaun dead jump across lake treat think fido sensitive often beaten little brother shaun dead rebellious loser starting get drift like least tolerate zombie small child load deadpan satire fidos film casewell know drill hit em square eye
"New rule. Nobody is allowed to make any more Zombie movies unless they actually come up with an original idea.<br /><br />Sadly, this movie doesn't. They have the premise that Bounty hunters go out and kill Zombies and prove it by cutting off their fingers. Well, problems with that. Most people have ten fingers, why not just collect ten bounties for one Zombie? Why not just kill a regular person and pass that off as a Zombie finger? <br /><br />Not to mention the utter silliness of hunting zombies with a bolt action rifle.<br /><br />I sometimes think films like this are resume fillers for makeup and FX guys. ""Hey, this is what I did with ten dollars and some recylced bottles deposit. Imagine what I could do if you gave me a BUDGET!"" Do you think anyone goes to drama school or cinema school to star in a Zombie movie? ""I went to the School of the Arts. Check me out as the ""Tunnel Zombie"" in ""Quick and the Undead""."" His mother must be so proud.<br /><br />These had to be the wimpiest Zombies ever, as a whole crowed of them apparently couldn't push down a wooden door or even break a glass window. No, they had to wait for the bounty hunter to open the door for them...",negative,0.881527935,new rule nobody allowed make zombie movie unless actually come original ideabr br sadly movie doesnt premise bounty hunter go kill zombie prove cutting finger well problem people ten finger collect ten bounty one zombie kill regular person pas zombie finger br br mention utter silliness hunting zombie bolt action riflebr br sometimes think film like resume filler makeup fx guy hey ten dollar recylced bottle deposit imagine could gave budget think anyone go drama school cinema school star zombie movie went school art check tunnel zombie quick undead mother must proudbr br wimpiest zombie ever whole crowed apparently could push wooden door even break glass window wait bounty hunter open door
"Witchcraft/Witchery/La Casa 4/ and whatever else you wish to call it. How about..Crud.<br /><br />A gathering of people at a Massachusetts island resort are besieged by the black magic powers of an evil witch killing each individual using cruel, torturous methods. Photographer Gary(David Hasselhoff)is taking pictures for Linda(Catherine Hickland whose voice and demeanor resemble EE-YOR of the Winnie the Poo cartoon), a virgin studying witchcraft, on the island resort without permission. Rose Brooks(Annie Ross, portraying an incredibly rude bitch)is interested in perhaps purchasing the resort and, along with husband Freddie(Robert Champagne, who is always ogling other women much younger than him), pregnant daughter Jane(Linda Blair)and grandson Tommy(Michael Manchester, who just looks bored throughout, probably wanting to watch Sesame Street instead of starring in this rubbish), go by boat to the resort being treated to a look at the property by Realtor Tony Giordano's son Jerry(Rick Farnsworth), obviously a pup in the business getting his feet wet. Along with these folks is architect Leslie(Leslie Cumming, whose character is a nympho)who might help Rose re-design the resort. The boat's captain is killed by The Lady in Black(Hildegard Knef, wearing her make-up and lip-stick extra thick)and a storm is brewing. The boat drives off by itself(..guided by the invisible power of The Lady in Black, I guess)with everyone stuck in the decrepit resort, which is in dire need of repairs. Most of the victims, before meeting their grisly fates are carried through a type of red wormhole whose vortex leads to another dimension(..perhaps a type of hell or something)where they are tortured by these fiends dressed in raggedy clothes with a crummy visage. One victim has her mouth sown before being hung upside down in a chimney, roasted as the others light the fireplace. One poor soul is tortured by harsh twistings of rope wrapped tightly around her flesh before being found hanging from the snout of a swordfish penetrating through her neck. One fellow is slowly suffocating as his veins bulge(..and bleed) and neck's blood vessels burst squirting in Hasselhoff's face! One fellow is crucified with nails hammered into his hands before being hung upside down over an open flame. Blair's pregnant victim becomes possessed with her hair standing on end speaking in another woman's voice. One is raped by this demonic man with a ""diseased"" mouth as the hellish hobos stand nearby gleefully cheering. The film, despite it's excesses, is mostly dull fodder for those who really wish to see the lowest point in the careers of Hasselhoff and Blair, who deserve better than this. Almost unbearable at times, building little-to-no suspense. Clumsy execution of the death sequences which look cheap and laughable. Sure some gore is okay, but most of the film shows victims after they've been run through the ringer. We do get a chance to see pregnant women(..who look exactly like stuntmen in costume with bad wigs) jumping out three story windows. Oh, and The Lady in Black's reflected face often pops up on inanimate objects for characters to see. Tommy has a little Sesame Street recorder which tapes The Lady in Black's mumbo jumbo chants, obviously used for later. For some reason, The Lady in Black likes to visit little Tommy. He's not at all scared of her, for Tommy's just too bored to show any expression on his face, much less fear. Need I say more? This one's a real stinker. Ugh.",negative,0.886119783,witchcraftwitcheryla casa four whatever else wish call aboutcrudbr br gathering people massachusetts island resort besieged black magic power evil witch killing individual using cruel torturous method photographer garydavid hasselhoffis taking picture lindacatherine hickland whose voice demeanor resemble eeyor winnie poo cartoon virgin studying witchcraft island resort without permission rose brooksannie ross portraying incredibly rude bitchis interested perhaps purchasing resort along husband freddierobert champagne always ogling woman much younger pregnant daughter janelinda blairand grandson tommymichael manchester look bored throughout probably wanting watch sesame street instead starring rubbish go boat resort treated look property realtor tony giordanos son jerryrick farnsworth obviously pup business getting foot wet along folk architect leslieleslie cumming whose character nymphowho might help rose redesign resort boat captain killed lady blackhildegard knef wearing makeup lipstick extra thickand storm brewing boat drive itselfguided invisible power lady black guesswith everyone stuck decrepit resort dire need repair victim meeting grisly fate carried type red wormhole whose vortex lead another dimensionperhaps type hell somethingwhere tortured fiend dressed raggedy clothes crummy visage one victim mouth sown hung upside chimney roasted others light fireplace one poor soul tortured harsh twisting rope wrapped tightly around flesh found hanging snout swordfish penetrating neck one fellow slowly suffocating vein bulgeand bleed neck blood vessel burst squirting hasselhoffs face one fellow crucified nail hammered hand hung upside open flame blair pregnant victim becomes possessed hair standing end speaking another woman voice one raped demonic man diseased mouth hellish hobo stand nearby gleefully cheering film despite excess mostly dull fodder really wish see lowest point career hasselhoff blair deserve better almost unbearable time building littletono suspense clumsy execution death sequence look cheap laughable sure gore okay film show victim run ringer get chance see pregnant womenwho look exactly like stuntmen costume bad wig jumping three story window oh lady black reflected face often pop inanimate object character see tommy little sesame street recorder tape lady black mumbo jumbo chant obviously used later reason lady black like visit little tommy scared tommys bored show expression face much le fear need say one real stinker ugh
"I think that COMPLETE SAVAGES is a very good TV show and they should make many more episodes. It is one of my favourites!!!! It is very funny and it is really good acting. I say that you should give them a chance to do more episodes. Iknow that they can and they should!!!! They should put COMPLETE SAVAGES on NICKELODEON more than what they do! I'm sure that many people will agree with me!!!!! I like the TV show because it is a very good programme for people our age and it is very funny. I also like COMPLETE SAVAGES because it isn't always about the same thing and things that happen could be real, unlike other YV programmes. When they advertised it, I didn't like the sound of it, but I watched it for the first time and I loved it. COMPLETE SAVAGES is an excellent comedy and I miss it being on TV!!!!!!!!!! I can't really compare COMPLETE SAVAGES with any other TV series because it is different!!!!",positive,0.535995846,think complete savage good tv show make many episode one favourite funny really good acting say give chance episode iknow put complete savage nickelodeon sure many people agree like tv show good programme people age funny also like complete savage always thing thing happen could real unlike yv programme advertised like sound watched first time loved complete savage excellent comedy miss tv really compare complete savage tv series different
"The sequel that no one asked for to the movie no one wanted. There are obviously too many flaws with this movie to name here, so I'll just concentrate on the acting. Miles O'Keefe would have been better suited to play the spritely Asian sidekick Thong, mainly because he would then have no dialogue. Lisa Foster delivers her lines displaying one emotion, dullness. Charles Borremel brings life to his part by pausing every five words. And finally the flamboyant, John Saxon-type guy......no comment is needed.<br /><br />See ""Conan the Barbarian"" if you need to, but don't waste your time with this low-budget loser.",negative,0.671994615,sequel one asked movie one wanted obviously many flaw movie name concentrate acting mile okeefe would better suited play spritely asian sidekick thong mainly would dialogue lisa foster delivers line displaying one emotion dullness charles borremel brings life part pausing every five word finally flamboyant john saxontype guyno comment neededbr br see conan barbarian need waste time lowbudget loser
"The person who wrote the glowing review of this misguided project must be related to the writer/director/star--or is, in fact, the same person as it defies rational thinking that this movie would be appealing to anyone not connected to a very tightly woven inner circle. How about this? You want to make a movie--tell a story; entertain; draw me in with vivid characters. Sure, you can do it artfully without bowing to the commercial elements designed for mass appeal. However, do not address elements of artistic expression in a vacuum in which the audience is in a continual struggle to grasp at skimpy narrative threads. If I'm to be moved by a dreamy psychological thread then make the concrete fabric easier to buy.",positive,0.561334601,person wrote glowing review misguided project must related writerdirectorstaror fact person defies rational thinking movie would appealing anyone connected tightly woven inner circle want make movietell story entertain draw vivid character sure artfully without bowing commercial element designed mass appeal however address element artistic expression vacuum audience continual struggle grasp skimpy narrative thread moved dreamy psychological thread make concrete fabric easier buy
"I looked forward to watching this film since I loved the David Lynch version. In my first attempt at watching it I fell asleep. Nothing was happening. The next night I tried to watch the rest, and again it was putting me to sleep! Nothing ever happened in this movie that could keep anyone's interest alive. The only time it got a bit more exciting was when I tried it on Fast Forward! The DVD came with a second disk which contained bonus material. Needless to say, I had no hard to go through the torture of watching more of Dune (2000). Here are the low points: The acting was bad, the plot moved in slow motion, the sets were and looked cheap, the direction was pathetic, and the CGI visual effects childish.<br /><br />If you want to watch Dune, save your money or rent the 1984 version.",negative,0.896476938,"looked forward watching film since loved david lynch version first attempt watching fell asleep nothing happening next night tried watch rest putting sleep nothing ever happened movie could keep anyones interest alive time got bit exciting tried fast forward dvd came second disk contained bonus material needle say hard go torture watching dune two thousand low point acting bad plot moved slow motion set looked cheap direction pathetic cgi visual effect childishbr br want watch dune save money rent one thousand , nine hundred eighty four version"
"This series just gets worse and worse. Poorly written and just plain not funny! The premise is excellent, but the writer's inexperience shines through. By trying so hard to offend no one they end up insulting everyone. Now into the second season the desperate cast have stopped waving their arms about, and resorted to that patronizing, smug, ""Oh, silly you"" style acting that comes with a no laugh script. They roll their eyes and shake their heads at each other as if to say, aren't we zany? Isn't this funny? Well, no, it's not actually. Gum disease is less painful. No wonder, with the exception of Corner Gas, Canadians generally avoid Canadian TV. Come on CBC you're suppose to be our leading station showcasing the best of Canadian talent. Pull the plug on this amateurish mess.",negative,0.925128912,series get worse worse poorly written plain funny premise excellent writer inexperience shine trying hard offend one end insulting everyone second season desperate cast stopped waving arm resorted patronizing smug oh silly style acting come laugh script roll eye shake head say zany funny well actually gum disease le painful wonder exception corner gas canadian generally avoid canadian tv come cbc suppose leading station showcasing best canadian talent pull plug amateurish mess
"-=contains spoiler from both original and movie versions=-<br /><br />i am a huge fan of Notre dame De Paris musical,i also read book this summer and i watched movie today,in the beginning i was hopeful to watch a good film especially when i saw 6.3 IMDb point.first scenes were good but i actually waited for,theaters scene directly from book,but it was normal but when Esmeralda kisses gringoire i felt something is wrong..they don't even kiss in book,even in musical..<br /><br />and there were huge gap why Esmeralda being judged by sorcerer,in the book she teaches her goat how to respond numbers of clock or write word ""phoebus"".. wait there were a phoebus weren't there? in this movie he is some soldier junk nothing more,the creators made Quasimodo's love to show around and they even canceled Frollo's love..but Notre dame was frollo. his thoughts his struggles between love of god and love of human in movie we cant find anything like that all we have is,some villain who is really bad and kills people whose clashes with his thoughts..and not mentioning phoebus,not mentioning love of frollo,not mentioning jehan (brother of frollo) not mentioning mother of Esmeralda (maybe it is OK,the storyline would have chopped much)they even not mentioned the real story.. (another PS:frollo wasn't a opus dei or some cult member he actually in interest with alchemy he tries to make gold..he was stuck in science and religion)<br /><br />finally don't watch this movie,it is some kind of directors edition to real masterpiece,and if you have watched it before read the book,god have mercy on you..you must read to book immediately..<br /><br />this movie is worse than hunchback of Notre dame II the animated movie,spend your time with watching Notre dame De Paris musical.. enough said..",negative,0.541839073,contains spoiler original movie versionsbr br huge fan notre dame de paris musicali also read book summer watched movie todayin beginning hopeful watch good film especially saw sixty three imdb pointfirst scene good actually waited fortheaters scene directly bookbut normal esmeralda kiss gringoire felt something wrongthey even kiss bookeven musicalbr br huge gap esmeralda judged sorcererin book teach goat respond number clock write word phoebus wait phoebus movie soldier junk nothing morethe creator made quasimodos love show around even canceled frollos lovebut notre dame frollo thought struggle love god love human movie cant find anything like issome villain really bad kill people whose clash thoughtsand mentioning phoebusnot mentioning love frollonot mentioning jehan brother frollo mentioning mother esmeralda maybe okthe storyline would chopped muchthey even mentioned real story another psfrollo opus dei cult member actually interest alchemy try make goldhe stuck science religionbr br finally watch movieit kind director edition real masterpieceand watched read bookgod mercy youyou must read book immediatelybr br movie worse hunchback notre dame ii animated moviespend time watching notre dame de paris musical enough said
"I actually saw this movie in the theater back in it's original release. It was painful to watch Peter Sellers embarrass himself so badly. The story was incredibly lame and difficult to follow, and the ending was ridiculous. It was just sad to see how the mighty had fallen. I won't say that I'm a huge Peter Sellers fan, but I did thoroughly enjoy the Pink Panther series and I felt that he gave a strong performance in Being There. But this film should never have been made. From what I've read, he pursued producing this film against the advice of the people around him. Fine, but that still doesn't excuse the studio actually releasing the film.",negative,0.79632745,actually saw movie theater back original release painful watch peter seller embarrass badly story incredibly lame difficult follow ending ridiculous sad see mighty fallen say huge peter seller fan thoroughly enjoy pink panther series felt gave strong performance film never made read pursued producing film advice people around fine still excuse studio actually releasing film
"After the success of Part 4, another sequel was a natural move. However they should have stopped it before it began. Alice, having survived Part 4 finds herself pregnant and it seems Freddy is using her unborn child to get at his victims, which of course are Alice's friends. Strange Nightmare movie, very heavy on religious imagery and bad acting. The special effects are good, but the movie itself is not.",negative,0.61441775,success part four another sequel natural move however stopped began alice survived part four find pregnant seems freddy using unborn child get victim course alices friend strange nightmare movie heavy religious imagery bad acting special effect good movie
"This early version of the tale 'The Student of Prague' was made in Germany in 1913, starring Paul Wegener (who was also in 'The Golem' a few years later). In this film he plays a dual role (technically impressive for a 95 year old film to see them in the same shot) after meeting a mysterious old man who makes a pact with him for gold - the gold he needs to woo a countess he's previously saved from drowning.<br /><br />Moving at a fast pace (the film runs just over an hour) and fairly well written and characterised, 'The Student of Prague' has echoes of the Faust legend as well as Dr Jekyll and Mr Hyde, starting as it does with a pact with a mysterious figure of potential evil, and developing into good and evil sides of the same person.",positive,0.585657488,"early version tale student prague made germany one thousand , nine hundred thirteen starring paul wegener also golem year later film play dual role technically impressive ninety five year old film see shot meeting mysterious old man make pact gold gold need woo countess previously saved drowningbr br moving fast pace film run hour fairly well written characterised student prague echo faust legend well dr jekyll mr hyde starting pact mysterious figure potential evil developing good evil side person"
"But if you like the muppets I defy you to dislike this one. Basically the same plot regurgitated (this time New York, not LA) it features a lot of fun cameos and muppet hi-jinx. A lot of the muppets leave the film pretty early on as it centers around Kermy and Miss Piggy. I happened to have enjoyed it greatly. Fun to watch with your kids.",positive,0.666038807,like muppets defy dislike one basically plot regurgitated time new york la feature lot fun cameo muppet hijinx lot muppets leave film pretty early center around kermy miss piggy happened enjoyed greatly fun watch kid
"Here's another of the 1940's westerns that I watch whenever it comes on TCM or FMC, because although it may be flawed historically, it is extremely entertaining and well acted, plus it's got Randolph Scott, my favorite actor second only to Gary Cooper-Well, OK, fourth behind COOP, Charlton Heston, and Gregory Peck. But the film itself, to me anyway, is reasonably historically accurate and as I said before, well acted and ""flows"" very well-I bet I've seen it 50 or 60 times, and enjoy each viewing more than the one before. I have it on tape from TCM but would buy it in a minute if it ever came out on DVD. See it if you haven't- I guarantee you'll like it!",positive,0.710845835,another 1940s western watch whenever come tcm fmc although may flawed historically extremely entertaining well acted plus got randolph scott favorite actor second gary cooperwell ok fourth behind coop charlton heston gregory peck film anyway reasonably historically accurate said well acted flow welli bet seen fifty sixty time enjoy viewing one tape tcm would buy minute ever came dvd see havent guarantee like
"I was looking through the movie listings in my area on yahoo and seen a movie that had not been advertised. I looked closer and noticed that Peter Falk and Paul Reiser were in it. Having watched ""Mad about you"", once, I was not a fan of Paul Reiser. However, I am a big fan of Peter Falk. So the spouse and I took a chance. We were both swept into this story. The beautiful scenery, the heartfelt acting and the sense of family and moral values that are seldom seen in movies and the world today. Not that sappy emoted junk, but real life situations from real life-like people. I even have to say, Paul Reiser was excellent, although, I still won't watch ""Mad about you"". I don't know where this movie has gone. I heard it was put out in limited release. It should be shared with the world. It is one of the finest movies I have seen. M.",positive,0.811916011,looking movie listing area yahoo seen movie advertised looked closer noticed peter falk paul reiser watched mad fan paul reiser however big fan peter falk spouse took chance swept story beautiful scenery heartfelt acting sense family moral value seldom seen movie world today sappy emoted junk real life situation real lifelike people even say paul reiser excellent although still watch mad know movie gone heard put limited release shared world one finest movie seen
"My girlfriend and I are really into cheesy horror flicks. Especially ones with lots of unnecessary nudity. When we saw the box cover for this movie at blockbuster we thought it would be a perfect movie for the night. We began watching it, already not expecting it to be GREAT, but thought it would at least catch our interest. 20 minutes into the movie we realized that the pace would not eventually pick up and that it was an incredibly boring movie. We tried to get into it, but the plot made very little sense even after reading the back of the DVD box over and over again. The film was shot very dark and it was pretty annoying to try to figure out what was going on in each shot. Each violent scenes were very hard to make out, and you never get to actually watch the violence you're expecting. This is definitely a film without motive that was shot poorly and very drawn out. Each scene was about 20 minute of the same thing and I felt I got the point after the first 5. Skip this film and re-watch another Freddy or Jason flick and you'll be way more content.",negative,0.846862615,girlfriend really cheesy horror flick especially one lot unnecessary nudity saw box cover movie blockbuster thought would perfect movie night began watching already expecting great thought would least catch interest twenty minute movie realized pace would eventually pick incredibly boring movie tried get plot made little sense even reading back dvd box film shot dark pretty annoying try figure going shot violent scene hard make never get actually watch violence expecting definitely film without motive shot poorly drawn scene twenty minute thing felt got point first five skip film rewatch another freddy jason flick way content
"Just kidding.<br /><br />Seeking greener pastures in the form of hustling in New York City, Jon Voight is young optimist Cowboy (almost Forest Gump-like) Joe Buck from Texas. It does not take long for the Big Apple to mercilessly swallow him and his ambitions whole and very soon Joe is the target of both the coldness of New Yorkers and cons from its street-thugs. Given his pure heart, he takes pity on one of these thugs, Ratso Rizzo (Dustin Hoffman) and later moves in with him in his wreck of apartment and the two literally struggle to survive.<br /><br />While Midnight Comedy is labeled as a drama, it is best described as either a tragic comedy or a comedic tragedy in my opinion. It is above all a beautiful film that is stylish in capturing the contemporary hippie-vibe of the late 1960s with its mandatory dizzying Warhol-party cinematography and juxtaposing it with ultra-urban New York City. The film crams Cowboy Joe Buck somewhere in between, thereby emphasizing his out-of-place position. We feel for his struggle to fit in, but also to merely get enough money to feed Ratso Rizzo.<br /><br />Midnight Cowboy brought tears to my eyes as it is also rich in substance and projects a lot of heart. I imagine this film must have inspired both Forest Gump with its pure-hearted and out-of-place lead character and, to an extent, the Crocodile Dundee films as it deals with almost the exact same kind of humour - a contrast between country-cowboys and slick New York cosmopolitans. Very compelling and sensationally creative film that I highly recommend.<br /><br />8.5/10",positive,0.792464336,"kiddingbr br seeking greener pasture form hustling new york city jon voight young optimist cowboy almost forest gumplike joe buck texas take long big apple mercilessly swallow ambition whole soon joe target coldness new yorkers con streetthugs given pure heart take pity one thug ratso rizzo dustin hoffman later move wreck apartment two literally struggle survivebr br midnight comedy labeled drama best described either tragic comedy comedic tragedy opinion beautiful film stylish capturing contemporary hippievibe late 1960s mandatory dizzying warholparty cinematography juxtaposing ultraurban new york city film crams cowboy joe buck somewhere thereby emphasizing outofplace position feel struggle fit also merely get enough money feed ratso rizzobr br midnight cowboy brought tear eye also rich substance project lot heart imagine film must inspired forest gump purehearted outofplace lead character extent crocodile dundee film deal almost exact kind humour contrast countrycowboys slick new york cosmopolitan compelling sensationally creative film highly recommendbr br eight thousand , five hundred ten"
"i found it highly intellectual and artistic in every way! i felt that the script was conveying all the things i feel physically and emotionally when i got home from work and watched, it. this is a tribute to cinema in the highest form and format.<br /><br />holy guacamole! how i wish those days would come again. i tried putting a bubble window on the side of my car (honda civic 1984), but the vacuum formed muffin trays didn't quite cut it. also in my civic, sexual positions are limited and are not supported by water bed as is brilliantly depicted in 'the van'.<br /><br />'the van' is of the utmost side splitting hilarity and can even substitute for porn if you watch some scenes privately.<br /><br />i highly anticipate that Sam Grossman (the director) has achieved his opus.<br /><br />Ratings john: ****1/2 Sam: *****",positive,0.601629203,"found highly intellectual artistic every way felt script conveying thing feel physically emotionally got home work watched tribute cinema highest form formatbr br holy guacamole wish day would come tried putting bubble window side car honda civic one thousand , nine hundred eighty four vacuum formed muffin tray quite cut also civic sexual position limited supported water bed brilliantly depicted vanbr br van utmost side splitting hilarity even substitute porn watch scene privatelybr br highly anticipate sam grossman director achieved opusbr br rating john twelve sam"
"One of the best documentaries released in recent years. Some points...<br /><br />1. Hugo Chavez was elected Venezuela's president in 1998, his support largely coming from the poorer regions of Venezuela.<br /><br />2. In 2002, a coup briefly deposed Chavez. At the time, Irish filmmakers Kim Bartley and Donnacha O'Briain were in Caracas, shooting a documentary about Chavez for British television. Their film deconstructs the coup and its aftermath, and electrifyingly records history unfolding on-the-spot, outside and inside the presidential palace.<br /><br />3. Chavez aimed to free Venezuela from the free-market policies imposed on it by the US. Though Venezuela's oil was already state-owned, it was run for private benefit by executives who Chavez wished to replace.<br /><br />4. Despite being the world's fourth largest oil supplier, Venezuela remains swamped by poverty, its resources literally sucked away by foreign multinational corporations.<br /><br />5. The documentary begins by portraying Chavez's first years as president before the coup. It focuses on his popularity with the poor, and his various policies which proved popular with working class locals (educational plans, distribution of the oil revenue, grass-root democracy etc).<br /><br />6. Chavez was a huge proponent of education, and printed thousands of copies of the Venezuelan constitution, encouraging children and adults to study and understand it.<br /><br />7. When Chavez came to power, he immediately pledged to redistribute oil profits. This, understandably, made the oil companies nervous.<br /><br />8. A media-war broke out. The six private TV stations promptly began opposing the state-run TV station. They questioned Chavez's motives, sanity and sexual orientation.<br /><br />9. Without media support, the coup would not have been successful. The film makes it clear that coups rely heavily on the media to disseminate information and that news can be easily fabricated.<br /><br />10. Under the guise of ""re-establishing democracy"", the opposition silenced the state-run TV station, dissolved the National Electoral Board, Supreme Court, National Assembly and took control of the military.<br /><br />11. Moneyed interests, backed by the military elite (encouraged by the US and CIA), organised a citizens' march on the presidential palace to effect the coup. Snipers shot at Chávez supporters, but the private media stations edited footage so it appeared that return fire was aimed at the opposition march that in fact had been safely diverted.<br /><br />12. Police went on a shooting rampage against Chavez supporters, further bloodying the streets.<br /><br />13. Chavez, held captive, refused to resign. Of course the media/government then lied, saying he had resigned, but Chavez's cabinet members communicated the truth to the international community, which eventually got the message back to Venezuela by cable TV.<br /><br />14. The people rose up, pressuring the return of the president they had elected, whom only a referendum could constitutionally replace.<br /><br />8.9/10 - At a little over an hour long, this doc is far too short. Nevertheless, its an engrossing piece of journalism and deals with a form of ""media warfare"" which rarely gets touched upon. Makes a great companion piece to ""The Battle of Algiers"".<br /><br />Worth one viewing.",positive,0.839543694,"one best documentary released recent year pointsbr br one hugo chavez elected venezuela president one thousand , nine hundred ninety eight support largely coming poorer region venezuelabr br two two thousand two coup briefly deposed chavez time irish filmmaker kim bartley donnacha obriain caracas shooting documentary chavez british television film deconstructs coup aftermath electrifyingly record history unfolding onthespot outside inside presidential palacebr br three chavez aimed free venezuela freemarket policy imposed u though venezuela oil already stateowned run private benefit executive chavez wished replacebr br four despite world fourth largest oil supplier venezuela remains swamped poverty resource literally sucked away foreign multinational corporationsbr br five documentary begin portraying chavez first year president coup focus popularity poor various policy proved popular working class local educational plan distribution oil revenue grassroot democracy etcbr br six chavez huge proponent education printed thousand copy venezuelan constitution encouraging child adult study understand itbr br seven chavez came power immediately pledged redistribute oil profit understandably made oil company nervousbr br eight mediawar broke six private tv station promptly began opposing staterun tv station questioned chavez motif sanity sexual orientationbr br nine without medium support coup would successful film make clear coup rely heavily medium disseminate information news easily fabricatedbr br ten guise reestablishing democracy opposition silenced staterun tv station dissolved national electoral board supreme court national assembly took control militarybr br eleven moneyed interest backed military elite encouraged u cia organised citizen march presidential palace effect coup sniper shot chvez supporter private medium station edited footage appeared return fire aimed opposition march fact safely divertedbr br twelve police went shooting rampage chavez supporter bloodying streetsbr br thirteen chavez held captive refused resign course mediagovernment lied saying resigned chavez cabinet member communicated truth international community eventually got message back venezuela cable tvbr br fourteen people rose pressuring return president elected referendum could constitutionally replacebr br eight thousand , nine hundred ten little hour long doc far short nevertheless engrossing piece journalism deal form medium warfare rarely get touched upon make great companion piece battle algiersbr br worth one viewing"
"I saw this film in the movie theater. I was taking classes at the Second City Chicago and of course the buzz of this movie was intense. It is a Woodward film about one of Second City's Native sons.<br /><br />Everyone knew about Johns history. Everyone knew how he died. Some even knew that the lore did not make him out to be particularly friendly towards women in improv or comedy.<br /><br />But hey. the man led his life and he was loved intensely by the people who were in his world, and lore also states that he treated all of his close friends with love and respect.<br /><br />This movie. Well. Forget the idea of poor Michael Chilklis (who is a really great actor) being in a really astonishingly bad film, and really only relegated to doing an impersonation of the man.<br /><br />Forget the idea that they could not get the rights to any of Belushi's work...and all the SNL scenes never happened that they portrayed in the movie.<br /><br />Screw the idea that half of the historical information in the film did not even follow Bob Woodwards work. Kinda saying ""Okay...we are about to mess with Belushi...now lets go after Woodward too..."" They also decided to take the premise of It's a Wonderful Life and turn it into It's a Horrible Life on Crack.<br /><br />Is he a guardian angel or the devil? Is the pinball machine the devil's assistant electronic device...how many different endings can you tack onto to a movie? It is one of those movies after it is over...you look at the person you are with and in stunned disbelief go ""What the hell was that?!"" In some circles this movie has become a kinda cult classic. But for good reason.<br /><br />A good cult classic you sit around the screen and make fun of (or throw out snappy one liners) to the screen. A cult film is never good. And most people would never watch them in any serious context.<br /><br />If you want to watch some classic bad late 80's fair stoned? Rent Wired. If you want to know about John Belushi...you can get more information off of the walls of Second City Chicago than this movie.",negative,0.644163831,saw film movie theater taking class second city chicago course buzz movie intense woodward film one second city native sonsbr br everyone knew john history everyone knew died even knew lore make particularly friendly towards woman improv comedybr br hey man led life loved intensely people world lore also state treated close friend love respectbr br movie well forget idea poor michael chilklis really great actor really astonishingly bad film really relegated impersonation manbr br forget idea could get right belushis workand snl scene never happened portrayed moviebr br screw idea half historical information film even follow bob woodward work kinda saying okaywe mess belushinow let go woodward also decided take premise wonderful life turn horrible life crackbr br guardian angel devil pinball machine devil assistant electronic devicehow many different ending tack onto movie one movie overyou look person stunned disbelief go hell circle movie become kinda cult classic good reasonbr br good cult classic sit around screen make fun throw snappy one liner screen cult film never good people would never watch serious contextbr br want watch classic bad late 80 fair stoned rent wired want know john belushiyou get information wall second city chicago movie
