,text,length,readability
20,"Two former police officials who quit their jobs in Parma, Missouri, have revealed what they say are the real reasons they stepped down. A black woman, Tyus Byrd,  was recently elected mayor of the town over the white incumbent candidate Randall Ramsey, MailOnline reported earlier this week. Six city officials quit their jobs shortly after Byrd won, according to multiple reports. Two of those individuals - Trish Cohen, Parma's former police chief, and Rich Medley, the town's former assistant police chief - recently spoke to NBC News. Scroll down for video . Speaking out: Trish Cohen, Parma's former police chief, and Rich Medley, the town's former assistant police chief,  quit their jobs with the city. Tyus Byrd, who is black, was recently elected mayor. Cohen has said she and Medley feared for their safety, and their home addresses had been shared online by Byrd's family members . Cohen alleged in the interview with the news outlet that she and Medley feared for their safety, and said their home addresses had been shared online by Byrd's family members. Referring to Byrd, Cohen told NBC News 'You can't have an anti-police mayor, and that's the way she made me feel.' 'My decision was not, did not, come lightly. At all,' Cohen also said. 'It has nothing to do with race. If it had anything to do with race, I'd done never went to work in the town.' Medley told NBC News 'From the moment [Byrd] announced her candidacy, she never approached any of us, never advised us what her plans were or anything. Never asked us to stay or told us that the moment she took office that we weren't going to have a job. 'We were in the dark on it, and then in hearing from her supporters that she was going to fire all of us, might as well start looking for something else.' Mayor: Tyus Byrd, pictured, has said she doesn't know what the 'safety issues' were and that she 'never said anything about cleaning house' Six city officials quit their jobs shortly after Byrd was elected to serve as Parma's mayor . Byrd, meanwhile, told NBC News she did not know the reason the city employees quit. She also told the news outlet she did not believe race played a role. In an interview with the media outlet, Byrd said 'It was cited to me that it was safety issues. I would love to know what those safety issues are. 'I wish we could have sat down and came to whatever the reasons were, that maybe we could have came to some type of agreement and understanding.' Speaking to the St. Louis Post-Dispatch, Byrd said 'I don’t understand. I never said anything about cleaning house.' The newspaper reported that while speaking to the Post-Dispatch, 'Medley acknowledged that Byrd had never threatened to fire officers, nor publicly indicated that she would interfere with police.' Medley told Daily Mail Online on Thursday, referring to the remarks Byrd earlier made to NBC News about wanting to have discussed issues together, 'She never made any attempts to talk with us during her candidacy or after winning the election. It's very hard to believe someone truly wanted to work with the police department in regards to their concerns when no effort is made. 'Add to that the information we were receiving from her supporters about firing us when she took office. It's not hard to understand that we did not believe we would have jobs after April 14th at 5p.m.' Cohen did not respond to a message seeking comment on social media Wednesday, and on Thursday her Facebook page appeared to have been taken down. Byrd did not respond to a request for comment on social media Wednesday, and did not immediately return requests on Thursday. A phone number listed for the town's city hall on its website appeared to in fact be a fax number when dialed by a reporter.",658,8.4
21,"A man tragically ran over his granddaughter Friday morning as he moved his truck in the driveway. In what is being described as a horrific accident, 20-month-old Kendra Moad of Kearns, Utah followed her grandfather, who has not been named, out of the house as he pulled his truck forward so he could move some garbage cans. He did not however see the toddler in front of his truck and killed her. Scroll down for video . Kendra Moad(above)  of Kearns, Utah followed her grandfather out of the house Friday morning and into the driveway . He did not see the toddler and ran her over as he pulled his truck up in the driveway (above) to move the trash cans and ran over and killed the 20-month-old . 'He got into the red Chevy pickup truck parked at the residence to pull it forward so he could move the garbage cans and unfortunately the child managed to get under, in front of car and he ran over the child,' Unified Police Department Lt. Justin Hoyal told Fox 13. 'Very tragic situation here today.' Kendra suffered severe head trauma and was unconscious when medical workers arrived, and was pronounced dead shortly after at a nearby hospital. This is now the fourth time since August that a child was accidentally run over and killed in their own driveway by a family member in Utah. The grandfather is not facing any charges at this time, but the case remains under investigation. 'No family member ever wants to go through something like this, and so it’s always important that when you are pulling out, you’re backing out of your driveway: Just take that extra second to check and make sure there is nobody, none of the children have followed you out, or nobody is around your vehicle,' said Hoyal.",306,10.0
22,"On Wednesday, Sportsmail revealed for the first time how popular each Premier League club is around the globe according to Twitter followers. Arsenal came out on top globally with 5.68million followers ahead of Chelsea (5.49m) and Manchester United (4.87m). But one country was missing: China – where the government outlaws Twitter as they seek to keep control of information and the media. Manchester United have over eight million followers on Weibo, almost double that of Twitter . Manchester City also have over eight million Weibo followers compared to 2.4million on Twitter . Guangzhou Evergrande Taobao are third on the list of clubs in the world with most Weibo followers . In Twitter’s place is a microblogging site called Weibo which has an incredible 27.2m Premier League fans – just one million short of the total number of Premier League fans on the whole of Twitter worldwide. So, do Chinese fans follow the same patterns at the rest of the world? Well it is a story of one city in China, with the Manchester clubs accumulating 17,193,721 followers. United have 8,872,812 Weibo followers compared with 4,870,000 on Twitter, while City have 8,320,909 compared with just 2,420,000. Barcelona have 5.4million followers on Weibo, the fourth most of any club in the world . Arsenal have 3.6million followers on Weibo compared to 5.6 million on Twitter . United’s support in China is no surprise as they have solid support across Asia on Twitter, but City punch well above their weight in China compared with the rest of the continent. Somewhat surprisingly Tottenham are the only other club Premier League club to have more followers in China than on Twitter – 1,367,140 compared with 1,090,000. Elsewhere, Everton’s support is very much in the infancy with just 527 of the 275m Weibo users following Roberto Martinez’s side. Of the 10 Premier League clubs active on Weibo, six – United, City, Arsenal, Chelsea, Liverpool and Tottenham, feature in the top 20 most followed clubs in China. The Manchester clubs are first and second, with Guangzhou Evergrande Taobao – managed by Fabio Cannavaro – third and Barcelona fourth. Chelsea are 11th on the list of clubs with most followers on the Chinese microblogging site . Liverpool have 2.3million followers on Chinese site Weibo compared to 4.2million on Twitter . Bayern Munich are 13th, Real Madrid are way down in 18th – with 81,303 less followers than Tottenham – and Paris Saint Germain in 20th. And such is the popularity of the Premier League, Michael Owen has a staggering 3,074,148 followers on the site - which would put him 10th in the top 20 clubs list. With the popularity of football rapidly increasingly in China – in December 2014 the China’s President made football compulsory for children and added it to the national curriculum – expect Premier League clubs to intensify their effort to grab a slice of this lucrative market. SportQuake provided the data and their founder Matt House said: 'With its thrilling brand of football, the Premier League delivers mass engagement for fans in markets all over the world. We can say with confidence that more Premier League teams will be active on Weibo next season. 'As always, football and the Premier League is leading the way with new technologies, but we expect follower figures on both Twitter and Weibo to balance out to reflect fan bases as the platforms mature.'",565,8.4
23,"Baghdad, Iraq (CNN)Hundreds of additional Iraqi troops are being sent to reinforce colleagues who are trying to fend off ISIS' attempt to overrun Iraq's largest oil refinery, a key paramilitary force said Tuesday. The reinforcements come four days after ISIS began attacking northern Iraq's Baiji oil refinery, a key strategic resource that has long been a target because the facility refines much of the fuel used by Iraqis domestically. The additional troops came from Camp Speicher, a fortified Iraqi base near the city of Tikrit, according to the media office of the Hasd Al-Shaabi militia. The reinforcements include two federal police regiments, an Iraqi military quick reaction force battalion and a regiment from Hasd Al-Shaabi, which is a predominantly Shia militia that worked with the Iraqi military as well as Sunni fighters to liberate Tikrit from ISIS about two weeks ago. ISIS launched an assault on the Baiji oil refinery late Saturday. By Sunday, ISIS said its fighters were inside the refinery and controlled several buildings, but Iraqi government security officials denied that claim and insisted that Iraqi forces remained in full control. The Hasd Al-Shaabi media office said Tuesday that Iraqi troops already at the refinery were holding their ground, preparing to push ISIS out of the facility entirely. The attack could have a significant effect if it damages oil fields or machinery. The refinery is 40 kilometers (25 miles) from Tikrit. CNN's Hamdi Alkhshali reported from Baghdad. CNN's Jason Hanna wrote in Atlanta. CNN's Arwa Damon and Catherine E. Shoichet contributed to this report.",256,11.0
24,"Pep Guardiola was in no mood to celebrate as Bayern Munich secured their place in the semi-final of the German Cup with a 5-3 penalty shoot-out victory over Bayer Leverkusen on Wednesday. The Munich boss instead admitted his concern at the scoring touch which appears to have deserted his side in recent games, with the German champions only finding the net once in their last three matches. Guardiola believes the team is shackled by the absence of Franck Ribery and Arjen Robben. Bayern Munich manager Pep Guardiola is concerned about his team without Arjen Robben and Franck Ribery . Ribery (left) is absent with an ankle injury while Robben is out until May with a stomach muscle tear . 'Without Arjen Robben and Franck Ribery, we are a different team,' Guardiola said after the game. 'Of course we have big problems because we have no players for the one-on-one situations. We have other players and have to adapt the game for them.' Robben was ruled out for around two months with a stomach muscle tear at the end of March. Ribery has an uncertain timescale on his recovery from an ankle injury but is doubtful for the first leg of Munich's Champions League quarter-final tie against Porto. Munich's players celebrate after progressing to the semi-final of the German Cup . Thiago scored the winning penalty for Munich against Bayer Leverkusen as the shoot-out was won 5-3 . Guardiola will hope he can inspire his players to overcome the problem when they host Eintracht Frankfurt on Saturday in the Bundesliga, looking to maintain their 10-point advantage over Wolfsburg. The one goal Munich did score over their last three encounters came from Robert Lewandowski in the 1-0 win against his former club Borussia Dortmund and the two sides will meet again in the semi-final.",302,9.2
25,"Gone are the days when a few strategically-placed tissues was all you needed to give cleavage a boost - now Japanese women are using ribbons. The fad involves women tying a blue ribbon under the breasts and in a loop over the arms, tying them at the back, so every time they lift their arms, their curves become more prominent. The idea was inspired by a popular 'anime' cartoon character whose ribbon-bound arms and chest has become her signature. Scroll down for video . A trend in Japan has seen young women tying blue ribbon under their breasts for a better cleavage . In the show, called Is It Wrong To Pick Up Girls In A Dungeon, heroine Hestia is depicted with a cartoonish face and outsized eyes, her hair in long bunches that taper to her thighs. Like her Greek goddess namesake, she wears white - but that's where the comparisons end. Her frock is short, backless, with a plunging neckline and comes with matching white gloves. Added to this is her distinctive blue ribbon, looped tightly around her pneumatic torso, and tied with the bow resting on her upper arm. The trend is inspired by the anime character Hestia from Is It Wrong to Try to Pick Up Girls in a Dungeon . The ribbon is tied under the breasts and over the arms so that they are uplifted every time the arms are raised . The trend has seen many Japanese women uploading pictures of their successes online . But bizarrely Hestia's signature has taken off with the fans of the show. It has not only been picked up by cosplayers, who like to dress up as their favourite anime characters, but it has also been copied by ordinary girls who have been posting their own Hestia-inspired images online. The trend has even extended to toys and collectable items, with some snaps showing dolls in a copycat costume, and even a Lego figure designed to look remarkably like the anime character. While some women opt for a single loop around their chest and arms, others tie the ribbon once under their breasts and then around once again to rest on the upper arms to give cleavage a bigger boost when lifting their arms. Fans have even created detailed diagrams on how best to tie the ribbon . Both ordinary women and those who practice Cosplay (pictured) have tried the trend .",404,9.5
26,"More than £1.5billion worth of unwanted online shopping items including women's dresses, shoes and underwear are piling up in wardrobes, according to new research. Four in ten Britons have an average £77 of this stuff lying around because they have not got around to returning it because the task is too inconvenient and lengthy, a survey shows. When asked why, 43 per cent said they could not be bothered and 39 per cent said they did not think the value warranted the effort. Four in ten Britons have an average £77 of unwanted good because they have not got round to returning it . A fifth (21 per cent) are too busy, believing that it takes nearly half an hour to return something each time, suggesting time is put ahead of hard earned cash. Confusing processes were also identified as a major deterrent to sending an item back for 22 per cent. The research commissioned by store chain Doddle found more than a third of adults have purchased items that they then don't want, but haven't returned to the retailer. Brits each have on average three unwanted and unreturned items. Amongst the most commonly unreturned items were women's dresses, shoes and trousers, which occupied the top three spots. Then came women's shirts or blouses, women's jeans, electrical equipment, women's jackets, homeware, jewellery and women's underwear, according to the One Poll survey of 2,000 people. Most people say it is simply too inconvenient to return the item, or not worth the cost . Doddle has introduced changing rooms to a number of its stores to make trying and returning online purchases, easier. The facilities allow customers to collect, try and return, online unsuitable items. Chief executive Tim Robinson said: 'Customers have become so frustrated with the processes for returning online purchases that they would rather forgo the cash from the refund, to skip the lengthy and inconvenient queues associated with the task. 'But it doesn't have to be this way. We launched Doddle so that customers can collect and return online purchases in less than two minutes. It's Doddle's mission to redefine online shopping by making collecting and returning parcels easy - and save customers' time and money.'",367,10.0
27,"PC Ronnie Lungu has won a race discrimination case against Wiltshire Police . A black police constable has won a race discrimination case against his force after they did not promote him due to the colour of his skin. Ronnie Lungu was singled out as 'a marked man' by Wiltshire Police solely due to his race, the employment tribunal ruled. It found the 40-year-old was passed over for promotion in favour of white colleagues after his internal assessments were secretly downgraded to make him appear unworthy. It also heard evidence that derogatory comments were made about Mr Lungu based on his colour violating his dignity. When the PC raised concerns with his superiors they were not taken seriously and his complaints were brushed off as trivial. The force - which has only 16 ethnic minority officers out of a total of just over 1,000 - had denied the claims. But the tribunal ruled that the Zimbabwe-born officer was unlawfully discriminated against on grounds of race. Mr Lungu said: 'When I realised I was being singled out and treated badly because of the colour of my skin I felt so angry and upset. 'I had worked all my career to serve the community and be the best police officer I could but I was being penalised because I was black. 'It was totally unacceptable. But what made matters worse was that when I did raise the issue internally it wasn't taken seriously.' The tribunal in Bristol was told that the father-of-three joined the force as a police constable in 2003 after moving to England and 10 years later was temporarily promoted to the role of sergeant. After passing his sergeant's exam he applied for the role permanently, but he was turned down. Employment judges were told he was the only black candidate out of 20 officers to go for the position. The panel found that his internal assessments were specifically downgraded in order to make him appear unworthy of promotion. It also was told that a senior member of staff were invited to make negative comments about PC Lungu during an appraisal. The tribunal concluded that Wiltshire Police had singled out Mr Lungu as a 'marked man' on grounds of his race . The judgment read: 'The reduction in the scoring has the very significant effect in terms of making it appear reasonable that the one black applicant for promotion was scoring lower than the 19 white applicants and should therefore not be promoted.' It went on: 'This behaviour is so extreme that the Tribunal cannot think of any apparent motive other than one that is directly related to [the] Claimant's race.' Despite his treatment, Mr. Lungu is still serving as a PC with the force. 'I joined the force to uphold the law and I still would like to remain with the force,' he said. 'I need reassurance from Wiltshire Police that they will take issues of discrimination seriously in future and I want to see new procedures put in place to tackle discrimination and better education among senior members of staff in how to deal with complaints.' Mr Lungu said he was left 'upset' and 'angry' after being penalised because he was black . His lawyer, Juliette Franklin, of Slater and Gordon, said: 'It's extremely disappointing that people are facing this sort of prejudice and discrimination. 'Wiltshire Police needs to take this tribunal ruling very seriously and take swift steps to address any failings which have been identified. 'The force needs to ensure that officers feel confident that if they experience racism or discrimination that any complaint will be taken seriously.' Wiltshire Chief Constable Patrick Geenty said the force was 'concerned' by the findings and would 'learn lessons' from the case. Wiltshire Police Chief Constable Patrick Geenty, pictured, said he was 'concerned' by the findings . He said: 'Wiltshire Police take this matter very seriously and I am concerned by the Tribunal's findings. Clearly, the issues this raises do need to be carefully considered. 'We continue to work hard to embed our values and behaviours and the Code of Ethics within the organisation. 'Wiltshire Police will learn lessons from this process and continue to move forward.' He added: 'As an organisation we have a very small number of Black and Ethnic Minority (BME) staff (16 officers, 15 police staff and 3 Police Special Constables) and this judgment raises some serious concerns about how an officer felt he was treated. 'I have no doubt that this judgment will affect members of the Black and Ethnic Minority community who might be considering joining Wiltshire Police. 'I want to reassure the public that Wiltshire Police are committed to increasing diversity in the Force so that we can reflect the communities we serve. 'This case was complex and there were a number of points covered. With our legal advisors, we are undertaking an assessment of the Tribunal's findings in order to decide whether to appeal any aspects of the judgment. 'Following this assessment, decisions will be made on what action we may need to take and how we can ensure that lessons are learnt from this case. 'We will continue to engage with the officer and his representatives to ensure that he can continue to be a valued member of Wiltshire Police. 'All necessary training and support will continue to be provided to him.'",891,10.3
28,"Rain, wind and a bone-chilling cold confronted all the runners of Monday's Boston Marathon. But after 20 grueling hours on the course, Maickel Melamed overcame another obstacle - a rare form of muscular dystrophy that makes it hard for him to just walk or move - to finally cross the finish line. Melamed, 39, may have come in last place in the 26.2-mile race, but  his story touched a city now famous for its own iron-clad will after the Boston Marathon bombings in 2013. Scroll down for video . Maickel Melamed, 39, crossed the Boston Marathon finish line after 20 grueling hours in the rain and cold . Melamed has a rare form of muscular dystrophy that makes it hard just to move or walk, but he didn't let that stop him from finishing his fifth marathon at 5am Tuesday morning . 'After 20 hours of rain, wind and cold, Boston is still strong,' the Venezuelan athlete said on Tuesday as he was honored at City Hall. 'The whole city has been so helpful and loving. The message here is that love is so much stronger than death. It was an honor to run the streets of this city.' Melamed walked the race with Vamos, a volunteer team from Caracas, as well as his physical trainers and dozens of friends and supporters who were there to watch him finish the race at 5am Tuesday morning. The athlete, who has completed four other marathons, said Boston's hilly track became especially tough around mile 24, but his physical trainers found a way to keep him going. 'I'd rest 10 seconds, then take four to six steps,' Melamed said. 'It was a real exciting way to finish.' When Melamed needed to rest, collapsing into his group's arms, they would push him back up and count his every step, according to CBS Boston. The athlete, who has completed four other marathons, said Boston's hilly track became especially tough around mile 24, but his physical trainers found a way to keep him going . Boston Mayor Marty Walsh presented a medal to Melamed and called his story 'truly one of inspiration' And as the inspirational athlete inched closer and closer to the finish line, his supporters were cheering him on and yelling 'Si se puede, si se puede!',  which is Spanish for 'yes, we can!' It was Melamed's desire to prove to others that they could achieve their dreams that kept him going. 'You have to know why you're doing it, because in the last mile, the marathon will ask you if you have a reason, and if you don't have it, you will quit,' he told MassLive.com. 'Raise the bar of your own expectations for yourself. Human power is infinite.' There was a special reason why Melamed, who has completed races in Chicago, New York, Berlin and Tokyo, decided Boston would be the location of his last marathon. It was at Boston Children's Hospital that Melamed, who was only given seven days to live when he was born, had a life-saving operation. Now the athlete, who has also parachuted, paraglided and climbed Venezuela's highest mountain, must retire his running shoes because of the races' physical toll. But his story, which Boston Mayor Marty Walsh called 'truly one of inspiration,' will continue racing on.",549,7.6
29,"A charity set up by Brad Pitt to build new houses for people made homeless when Hurricane Katrina ravaged New Orleans a decade ago is embroiled in legal action – after the new homes started to rot. Pitt, 51, vowed to help ‘make it right’ for the city’s thousands of displaced citizens by building eco-friendly homes to replace the ones destroyed. The star personally backed the building of 104 homes in the Lower Ninth quarter of the city, decimated in the 2005 storm, which killed almost 2,000. Scroll down for video . Brad Pitt pictured leaving one of the Make it Right Foundation's houses in the Lower Ninth quarter of New Orleans in 2012 . Make it Right: Brad Pitt personally backed the building of 104 homes in the Lower Ninth quarter of the city . ‘He took this personally and was even helping to bang in nails,’ a source told The Mail on Sunday. But in a lawsuit filed in New Orleans’ District Court last week, Pitt’s Make It Right Foundation is suing Timber Treatment Technologies for $500,000 – claiming the wood was defective. It says it was forced to replace decking and other wood on the new homes after using the company’s  TimberSIL product. In one case, a house had rotted so badly it had mushrooms growing from it, it is alleged. A spokesman for Pitt could not be reached for comment last night. The source added: 'This has turned the project into a PR nightmare. The homes are literally rotting away because the wood that was used wasn’t as advertised.’ The lawsuit says Pitt’s charity chose to use TimberSIL wood after being told it had undergone a special ‘environmentally friendly glass-wood fusion process’ designed to prevent rot and decay. The timber was advertised as ‘award winning green certified’ and was supposed to be guaranteed against mold, mildew and rotting for 40 years. Brad Pitt gives Ellen DeGeneres a walking tour of the Make it Right Foundation houses in New Orleans . Former U.S. President Bill Clinton and  Brad Pitt before the groundbreaking ceremony for the actor's Make it Right Foundation house construction project . But, the suit adds, a whistleblower informed Make It Right that the company skipped a vital part of the manufacturing process rendering the wood useless and forcing the charity to replace the decks and other wood in all 104 homes - at a cost of more than half a million dollars. ‘Before filing this lawsuit the charity tried to reach an agreement with the wood company but the talks went nowhere,' the source added. Pitt’s charity is suing for the cost of replacing the damaged wood, legals fees and for unspecified costs in relation to the PR damage caused by the debacle. Resident Vanessa Rogers said her front stairs and decking had to be rebuilt: ‘A lot of it got rotten really fast. 'It got so bad I fell down the stairs. The floorboards were rotting and the back porch and deck al has to be replaced. It’s really bad.’ Pitt’s spokesperson did not return calls for comment. Timber Treatment Technologies declined to comment on the row. Pitt vowed to help ‘make it right’ for the city’s thousands of displaced citizens by building eco-friendly homes to replace the ones destroyed. Brad Pitt pictured here speaking to locals . Pitt’s Make It Right Foundation claimed it was lured into buying the special wood only to discover it rotted so badly one home had mushrooms growing out of it .",585,8.7
30,"More than 600 million smartphone and tablet owners use their devices to play games. So developers in Los Angeles have designed a case that adds the iconic directional arrows, plus the A and B buttons, from the Nintendo Game Boy to an iPhone. Called Smart Boy, the attachment also lets gamers play their existing Game Boy and Game Boy Color games cartridges on their Apple handset. Los Angeles-based Hyperkin has designed a case that adds the iconic directional arrows, plus the A and B buttons from the Nintendo Game Boy, to an iPhone. It was originally an April Fool's joke, but the popularity and demand for a real product was so high the firm has announced plans to sell it . The case was created by independent video game hardware developers Hyperkin. It was originally devised as part of an April Fool's joke, but the popularity and demand for a real product was so high the company has announced plans to sell a consumer version. In a press release, Hyperkin's product developer Chris Gallizzi said: 'We wanted to create a retro device that can be easily adapted into any modern gamer's arsenal of devices.' He continued that the Smart Boy will come in the classic '80s grey', with more colours to follow. Called Smart Boy, the attachment also lets gamers play their existing Game Boy and Game Boy Color games cartridges on their handset. A graphic showing how to use the Hyperkin case is illustrated . The Game Boy, and its successor the Game Boy Color, went on sale in 1989 and 1998 respectively. They have both sold a combined 118.69 million units worldwide. More than 600 million smartphone and tablet owners now use their devices to play games . It will feature an eight-way D-pad, two action buttons, a Start and Select button, and a battery that can be charged through the phone. The gameplay itself will appear on the iPhone's screen, and the firm said these features may change as the project develops. The Game Boy, and its successor the Game Boy Color, went on sale in 1989 and 1998 respectively. The have both sold a combined 118.69 million units worldwide. When the original Game Boy was released in the US, it sold one million units within the first month. Games were sold as cartridges that slid into the rear of the handheld consoles. Nintendo advised keeping cartridges away from dust, where possible, to avoid gameplay glitches. The Smart Boy will also work with an app with a cheat database, and save states as well. At the moment the Smart Boy is 'in early conceptual development stages' and is only being designed to work with the iPhone 6 Plus, in the first instance. Hyperkin has not announced price details or when the first models will go on sale, but it did say that cases for other handsets, and designs, are also under development. The Game Boy, and its successor the Game Boy Color, went on sale in 1989 and 1998 respectively. They have both sold a combined 118.69 million units worldwide. When the original Game Boy was released in the US, it sold one million units within the first month. Games were sold as cartridges that slid into the rear of the handheld consoles. Nintendo advised keeping cartridges away from dust, where possible, to avoid gameplay glitches.",559,7.7
31,"A Russian submarine close to the coast of Britain may have dragged a trawler violently backwards after snagging in its nets, a fishermen's organisation has claimed. The Karen was towed at 10 knots during yesterday's incident 18 miles from Ardglass on the south-east shore of Northern Ireland and the vessel was badly damaged. Ardglass is one of Northern Ireland's main fishing ports and local trawlermen are usually more concerned about hitting their quotas than Cold War-style intrigue. Violently dragged: Captain Paul Murphy of the Karen, a fishing trawler, holds up a snapped steel cable aboard his boat. The damage is thought to have been caused by a Russian submarine . The incident happened off the coast of Northern Ireland and is the second time in two months that fishermen have reported being dragged by a suspected submarine (file picture) The 60-foot boat's captain Paul Murphy was pictured holding a snapped steel cable on board his boat following the alarming incident. Nato exercises were held this week in northern Scotland and Ardglass fishing representative Dick James said the alliance's drills may have attracted Russian interest. This week RAF Typhoons were launched to intercept two Russian aircraft near UK air space, the Ministry of Defence has confirmed. Mr James said: 'Our defence forces are not up to much if a rogue submarine of unidentified nationality is tearing around the Irish Sea.' Last month a trawler captain claimed his boat was nearly dragged down by a Russian submarine while fishing off the Scottish coast. The Karen was towed at 10 knots during yesterday's incident 18 miles from Ardglass on the south-east shore of Northern Ireland . Alarming episode: The Karen was towed at 10 knots during yesterday's incident and was badly damaged . The trawler's captain Paul Murphy points to an on-board computerised tracking system that shows his boat's unusual movements during the incident . Angus Macleod, 46, was fishing for haddock and skate when he became convinced that a hostile vessel was caught up below his boat Aquarius. The submarine attempted to free itself, taking the 65ft vessel and his two-ton catch with it. Recently Russian warships reportedly used the English Channel en route to military exercises in the North Atlantic. The coastguard said the Karen reported a collision at a point known as the Calf of Man not far from the Isle of Man. The skipper said the boat had been snagged and dragged backwards at speed. Mr James added: 'You don't need to go long at that until you go under.' The four crew members scrambled to release wires connecting the net to the out-of-control trawler, which had been moving slowly forward but was suddenly sent careering backwards through the water. As the ship steadied the shaken seamen stopped to catch their breath but there was no sign of the cause. The vessel made its way back to Ardglass and part of the deck had to be lifted because it was so badly damaged, and another section was ripped off. Mr James added: 'It is a bl***y mess.' He said Royal Navy protocols mean an incident like this would not happen involving a British submarine. He said: 'It is possible that it was a Russian submarine. Another recent alert: This week RAF Typhoons were launched to intercept two Russian aircraft, believed to be 'Bear' bombers, (stock image) near UK air space . No explanation: Experts said Russian President Vladimir Putin's move to send planes capable of carrying cruise missiles so close to British shores could be seen as an act of aggression . 'You cannot always prevent it but if an incident like this did happen the (Royal Navy) protocols said that the submarine would immediately surface to check on the health and welfare of the people involved and this one did not. 'Paul Murphy, the skipper, said that he sat for five to 10 minutes catching his breath to see if the submarine would surface. 'It was a submarine, it had to be, it could not have been anything else.' The incident came as Britain hosted a Nato exercise in northern Scotland involving more than 50 warships. Separately, the MoD has said RAF Typhoons, from RAF Lossiemouth, were deployed 'after Russian aircraft were identified flying close to UK air space'. It said it could not comment on Royal Navy submarine movements or the fishing vessel incident. Tensions over the Ukraine conflict have soured relations between the West and Russia, which is suffering from US and EU sanctions imposed because the Kremlin is backing separatists in eastern Ukraine. A map showing how jets were launched from RAF Lossiemouth on Monday, shortly after HMS Argyll was deployed to monitor a Russian destroyer and two other ships as they passed through the English Channel . Mr James, chief executive of the Northern Ireland Fish Producers' Organisation, said: 'There has been Russian activity. There have been Allied exercises going on, the Russians have been taking an interest in it. 'The question mark now is what kind of a submarine was it? 'If it was Allied it should have been following an agreed protocol where this should not have happened.' Sinn Fein Northern Ireland Assembly member Chris Hazzard said the community was angry. He said: 'The fact that this submarine didn't even surface to make sure the fishermen were safe has caused considerable resentment in the area. It is totally unacceptable that a submarine would show such contempt for maritime workers. 'The skipper and his crew on the Karen, and indeed all of the local fleet, deserve to know the truth about what happened. 'Whether this is a British vessel attached to the hugely controversial Trident system or a Nato submarine in training, our local fishermen deserve justice.'",954,10.5
32,"'Nurse death': Vera Maresova, 50, has confessed to killing five women and one man at the hospital . A former nurse in the Czech Republic has admitted murdering six of her elderly patients with massive doses of potassium in order to ease her workload. Vera Maresova, 50, confessed to killing five women and one man over a four-year period at a hospital in  Rumburk - a small town in the north of the country. Dubbed 'Nurse Death' by local media, Maresova was initially arrested over the death of a 70-year-old woman last August, but has now admitted killing five more people between 2010 and 2014 following a police investigation. According to the prosecution, Maresova injected the potassium straight into the blood stream of her six elderly patients, which caused them to suffer heart failure and eventually death. All of her victims were already in the intensive care unit at the hospital and it is believed Maresova thought their deaths would simply be attributed to natural causes. Initially arrested last August for the death of one patient, a 70-year-old woman who died from potassium poisoning in June, Maresova subsequently admitted killing five others dating back to 2010. In total her victims included five women and one man. 'All of her victims were elderly and needed intensive treatment,' a police spokesperson said. 'The woman who was supposed to care for them but instead killed them because she wanted to make life easier for herself,' he added. 'The terrible number of victims is six. We do not suspect the nurse committed any more murders';, he went on to say. Confession: Vera Maresova (right) was initially arrested over the death of a 70-year-old woman last August, but has now admitted killing five more people between 2010 and 2014 following a police investigation . Sick: All of her victims were already in the intensive care unit at the hospital and it is believed Vera Maresova (pictured covering her house outside court) thought their deaths would be attributed to natural causes . Location: Vera Maresova killed five women and one man over a four-year period at this hospital in Rumburk - a small town in the north of the Czech Republic . Prosecutor Frantisek Stibor said: 'She is not insane and knew exactly what she was doing. Therefore she is fit to stand trial. 'She used her knowledge of medicine to cause malfunctions in heart rhythms which led to heart failure and death.' The first murder was in January 2010 and was followed by another at the end of 2011. In April 2012 she killed her third victim and three more between February and June 2014. Having confessed to the crime, 50-year-old Maresova now faces the prospect of spending the rest of her life in prison.",460,10.5
